Handle,Max Rating_x,Result
Renauga,2256.0,Yes
Peter-007,2205.0,Yes
chuchu,2237.0,Yes
ahihi1234,2211.0,Yes
fast_photon,2202.0,Yes
Alfeh1,2252.0,Yes
__sleep,2395.0,Yes
HHH666666,2195.0,Yes
The_way_to_Rome,2271.0,Yes
culver0412,2189.0,Yes
qzr_,2190.0,Yes
RP-1,2246.0,Yes
pring,2193.0,Yes
abcpony,2177.0,Yes
like_a_dream,2174.0,Yes
Atekichan,2164.0,Yes
ssk4988,2161.0,Yes
JagguBandar,2235.0,Yes
CCSU_DZX,2155.0,Yes
tredsused70,2149.0,Yes
HaPpY1213,2159.0,Yes
yangjl,2218.0,Yes
PBX_1,2158.0,Yes
piyush_pransukhka,2199.0,Yes
ParsaS,2327.0,Yes
baijiaohu,2128.0,Yes
ht_Z,2128.0,Yes
ciuim,2123.0,Yes
hhhyh,2119.0,Yes
DaNeK0201,2155.0,Yes
ast123,2116.0,Yes
suisdavid,2209.0,Yes
LeXuanSon,2114.0,Yes
afuafu,2171.0,Yes
houren,2167.0,Yes
prairie2022,2115.0,Yes
JWRuixi,2106.0,Yes
Jerry20110434,2190.0,Yes
Francesco4203,2130.0,Yes
Kita,2137.0,Yes
Issa,2115.0,Yes
dreamy_jasper,2086.0,Yes
Iamjuruo,2079.0,Yes
unordered_map,2212.0,Yes
The_thought_of_fallout,2202.0,Yes
_morsmordre_,2077.0,Yes
ScorpioDagger,2082.0,Yes
koderkushy,2331.0,Yes
parsa-golestani,2159.0,Yes
zdc123456,2228.0,Yes
Error_Yuan,2095.0,Yes
ITworker_Z,2229.0,Yes
lerasimus,2061.0,Yes
zc_zxq,2060.0,Yes
D0min0,2171.0,Yes
alexdd,2097.0,Yes
Gergyg,2161.0,Yes
Hectonit,2116.0,Yes
Paul_Liao_1457,2179.0,Yes
Richw818,2155.0,Yes
kimmoqt,2101.0,Yes
yzb002,2049.0,Yes
-LAP-,2091.0,Yes
oval_m,2133.0,Yes
petamingks,2108.0,Yes
Alan,2042.0,Yes
SMIrrichto,2032.0,Yes
xuyufeiya,2153.0,Yes
Galetx,2068.0,Yes
El.LeBron,2016.0,Yes
nalemy,2075.0,Yes
cpbeginner,2114.0,Yes
adamsoltan,2180.0,Yes
JadeReaper,2008.0,Yes
uhtyzmaaa,2110.0,Yes
kingmessi,2201.0,Yes
yamia,2040.0,Yes
lonely_forever,1992.0,Yes
Lalic,1994.0,Yes
Twilight_Shimmer,1985.0,Yes
tch1cherin,2210.0,Yes
flamengo,1983.0,Yes
RamanujGoel,2082.0,Yes
newamnesia,1976.0,Yes
Dec0Dedd,1974.0,Yes
sha7dow,2032.0,Yes
HEltim7,2105.0,Yes
Pa_sha,1965.0,Yes
SimilarifiedFate,1964.0,Yes
Shayan86,2234.0,Yes
DerekYeh,2018.0,Yes
sputn1k,2048.0,Yes
3abqreno,1961.0,Yes
Bossusuprem,1983.0,Yes
luoshen,2129.0,Yes
stan23456,2069.0,Yes
Lrosfrv,1952.0,Yes
TrendBattleswillwinioi,1951.0,Yes
sv1shan,2170.0,Yes
Vanthoci,1963.0,Yes
hulm,1952.0,Yes
skhan_org,2016.0,Yes
volodya_petarda,1989.0,Yes
DAleksa,2069.0,Yes
Omar_Mohammad,1998.0,Yes
mihneacazan,1945.0,Yes
newbiepupilspecialist,1945.0,Yes
Leo_0503,1944.0,Yes
iam_czx,1941.0,Yes
Lazy.JPG,2040.0,Yes
y200,2003.0,Yes
wangjunchao,1960.0,Yes
Floating_Duck,1933.0,Yes
Rising-coder,1932.0,Yes
carnation13,2010.0,Yes
Ste,1930.0,Yes
haoren258,2018.0,Yes
fclvbfm934,1928.0,Yes
profchi,2149.0,Yes
qqq1n,1927.0,Yes
Hackerman278,1956.0,Yes
Tyx2019,1964.0,Yes
FBI,1953.0,Yes
Mr..Bot,1964.0,Yes
Autreekt,1921.0,Yes
xyloph0nex17,1921.0,Yes
zhouyuheng2009,2007.0,Yes
TMM233,1981.0,Yes
MinaRagy06,1958.0,Yes
ZiadEl-Gafy,1938.0,Yes
perchuts,2197.0,Yes
cp_first,1970.0,Yes
Surver,1968.0,Yes
Shui_Dream,1908.0,Yes
xX_I_Have_Esbat_Xx,1951.0,Yes
ottoqwq,1948.0,Yes
I_believe_I_can_fly,2043.0,Yes
Tony1234,1983.0,Yes
YWDJ,1898.0,Yes
D_Z_W,1897.0,Yes
MarcosMTR,1961.0,Yes
Toilet_Ares,2166.0,Yes
JvJv,2073.0,Yes
Jamshed11,2106.0,Yes
QHJ123456,2063.0,Yes
shorya1835,1889.0,Yes
anangoprabhat,1886.0,Yes
sushmanth.dampur8780,1886.0,Yes
Ignut,1996.0,Yes
hcywoi,1885.0,Yes
-.--.--.--.--.-,1962.0,Yes
anibitte,1884.0,Yes
HitoriBocchi,1882.0,Yes
Liberty_gsm,1915.0,Yes
__AB__,1922.0,Yes
RabbieWjy,1875.0,Yes
_theCopyNinja,1921.0,Yes
boyliguanhan,1873.0,Yes
hariaakash646,1996.0,Yes
Gujialiang270,1871.0,Yes
lingying,1933.0,Yes
768,1913.0,Yes
Der_Vlapos,2119.0,Yes
HitoriGotoh,2009.0,Yes
flygon,2043.0,Yes
rahul_shrestha,1867.0,Yes
Amdadul,1866.0,Yes
asdfgrace,1866.0,Yes
Cyber_Wolf,1864.0,Yes
Skarekrow,1927.0,Yes
Firestone,2054.0,Yes
DinoHadzic,1965.0,Yes
pera2008,1935.0,Yes
rururia,1893.0,Yes
KryptonAu,1838.0,Yes
Shubham__mishra,1847.0,Yes
hackerchr,1901.0,Yes
TenReMakeSiON,1886.0,Yes
Ench_Lolz,1906.0,Yes
zxxzy,1849.0,Yes
EasonLiang,1964.0,Yes
Z-wzy,2004.0,Yes
Ststone,2050.0,Yes
lgxyes,1865.0,Yes
warks,1942.0,Yes
JakobZ,1897.0,Yes
bblyyds,1829.0,Yes
maxK99,1829.0,Yes
yottabot,1924.0,Yes
deadshot4141,1826.0,Yes
jynwyb,1887.0,Yes
Anas_Da,1845.0,Yes
itzzRaghav,2088.0,Yes
Mag1sk,1820.0,Yes
30rakirs,1866.0,Yes
tangguochao,1813.0,Yes
sgsonugoyalsg,1812.0,Yes
Abbess,2219.0,Yes
Lena_fan,1975.0,Yes
DontAskMeTime,1808.0,Yes
_mjj,1808.0,Yes
pzj114514,1848.0,Yes
Frus,1945.0,Yes
alexok2006,1914.0,Yes
GrimTreaper,1839.0,Yes
flakepowders,1899.0,Yes
six-floor-slip-liu,1804.0,Yes
wmrmr,2055.0,Yes
hefengchen,1931.0,Yes
annyeong1,2044.0,Yes
mukulrawat_03,1974.0,Yes
codeBegins,1801.0,Yes
harshaa05,1985.0,Yes
domovonok,1800.0,Yes
riroan,1882.0,Yes
alex_liu09,1796.0,Yes
love_yum1,1794.0,Yes
LoveM_ilk,1791.0,Yes
economist,1847.0,Yes
gardengnome,1791.0,Yes
waiiting,1838.0,Yes
NanYangNanChui,1790.0,Yes
eyadhjarray111,1963.0,Yes
Besher_Zaiback,1788.0,Yes
karthikeya09,1982.0,Yes
rabbit3,1788.0,Yes
Bahgat_Tany_5als,1787.0,Yes
sonder042,1787.0,Yes
Mispertion,1842.0,Yes
rahul4005,1785.0,Yes
omsgunjal2003,1862.0,Yes
wang_by,1830.0,Yes
2021404292,1783.0,Yes
Get_set_Code,1826.0,Yes
Coder2020HCY,1781.0,Yes
Siriushfgame,1781.0,Yes
iprom,1781.0,Yes
MATHEMATICS_2022,1780.0,Yes
real_pulp,1780.0,Yes
Beelzebub_eulb,1840.0,Yes
Majedh,1840.0,Yes
B0NGCL0UD,1796.0,Yes
schmosby,1778.0,Yes
singlabharat,1806.0,Yes
HarperTaylor,1853.0,Yes
ayush567,1851.0,Yes
Aveiro_quanyue,1827.0,Yes
pigstar_fan,1996.0,Yes
Eke_bichi,1775.0,Yes
Hokmanie,1884.0,Yes
Alance,2074.0,Yes
Only_Gift,1812.0,Yes
mRXxy0u0,1770.0,Yes
Akamu,1766.0,Yes
Sanjay422,1937.0,Yes
chenhongrui,1765.0,Yes
parag776,1787.0,Yes
Ayham_Dabah,1838.0,Yes
thisislike,1764.0,Yes
bananasaur,2022.0,Yes
Jieneng,1782.0,Yes
Prince_Daemon,1761.0,Yes
one_autum_leaf,1828.0,Yes
Ja711,1899.0,Yes
momen159,1925.0,Yes
__ASHISH__,1925.0,Yes
GoldenShadow,1961.0,Yes
dragoon_Tyson,1806.0,Yes
trinhtung2007,1752.0,Yes
KasumiUtaha,1751.0,Yes
Pistol_Engineer,1751.0,Yes
X_F_H,1751.0,Yes
sloppy_coder,1847.0,Yes
AVdovin,1887.0,Yes
hakapeipei,1799.0,Yes
intersectingMatroids,1779.0,Yes
tlsgusrb314,1801.0,Yes
nch123,1781.0,Yes
sharkycode,1751.0,Yes
pseong,1844.0,Yes
LeNcyer,1797.0,Yes
Sanath_Kulla,1746.0,Yes
CrazyDave53,1865.0,Yes
Zhuangpx,1866.0,Yes
CodeWithMePlease,1744.0,Yes
HoMeLaNDeR616,1747.0,Yes
Ljc07,1743.0,Yes
lobisomem_pidao,1743.0,Yes
two___wrist,2065.0,Yes
EarthMessenger,1843.0,Yes
flygogo,1795.0,Yes
ssAmanSoni1,1842.0,Yes
00zijian,1848.0,Yes
AtharvaDing,1741.0,Yes
Sing,1822.0,Yes
liqixian,1916.0,Yes
Pretest2,1756.0,Yes
haku_suki,1738.0,Yes
aroyal,1757.0,Yes
John314,1733.0,Yes
chinawcp,1883.0,Yes
smallC233,1818.0,Yes
zwh_zzz,1820.0,Yes
A_Nafees,1866.0,Yes
dota2_player,1731.0,Yes
AkunTuyul,1730.0,Yes
HazemRawi,1730.0,Yes
DerrickLo,1829.0,Yes
Samuuffdzz,1729.0,Yes
kavorka,1850.0,Yes
theNewSon,1743.0,Yes
Amrharb,1836.0,Yes
messi30,1728.0,Yes
Cornflakes,2132.0,Yes
SoleProprietor,1727.0,Yes
Airflow_4869,1789.0,Yes
RSisRS,1824.0,Yes
emverals,1725.0,Yes
mzmz001,1724.0,Yes
ay13,1740.0,Yes
monna4335,1997.0,Yes
kaichou243,1910.0,Yes
mnasser02,1721.0,Yes
NKM,1864.0,Yes
45645A,1958.0,Yes
Buqiujun,1897.0,Yes
arbalestOvO,1957.0,Yes
xalwa,1717.0,Yes
CombiGod,1818.0,Yes
AhmedYahia,1847.0,Yes
IS_Rushdi,1715.0,Yes
TanJI,1732.0,Yes
aonbel,1715.0,Yes
Gogolev,1729.0,Yes
ChinatsuKano,1712.0,Yes
Taha,1736.0,Yes
swayingdream,1805.0,Yes
code_hardik,1795.0,Yes
sharmalokesh,1711.0,Yes
amit_pandit_15,1755.0,Yes
wzj33300,1710.0,Yes
xvzhiming,1802.0,Yes
Brouder,1829.0,Yes
nirav114,1709.0,Yes
AdityaDargan,1708.0,Yes
prem__,1708.0,Yes
booor,1817.0,Yes
woaihutao,1762.0,Yes
Ricardo03,1705.0,Yes
ninjamayank,1793.0,Yes
zhi_fan,1786.0,Yes
Amazing__,1897.0,Yes
Romiros,1867.0,Yes
27_Numara,1797.0,Yes
QH.hqh,1744.0,Yes
ibrm,1710.0,Yes
Anonymous31416,1847.0,Yes
HediChehaidar,1968.0,Yes
Citrus_Sinensis,1717.0,Yes
TRMN,1760.0,Yes
kyoukohori,1767.0,Yes
peshkoff,1731.0,Yes
Katakuri57,1696.0,Yes
Red_House,1696.0,Yes
Unrated_LGM,1779.0,Yes
kk_d,1770.0,Yes
Remineva,1790.0,Yes
Sambasai,1753.0,Yes
heavenkatana,1869.0,Yes
MaiAditya,1692.0,Yes
shiqiaqiaya,1713.0,Yes
Haorayz4,1691.0,Yes
Zhengliangfei,1691.0,Yes
kunzaZa183,1909.0,Yes
yzkkai,1742.0,Yes
Pro_Noob_25,1690.0,Yes
le_banner,1780.0,Yes
t00100t,1689.0,Yes
Zawos,1846.0,Yes
AyuAnchor,1791.0,Yes
iolastdance,1750.0,Yes
yanb0,1723.0,Yes
F_Rio,1686.0,Yes
arthur_9548,1686.0,Yes
caos_enjoyer,1794.0,Yes
abdelrahman_rashed,1915.0,Yes
khanhtai,1683.0,Yes
BitSlayer,1682.0,Yes
ochiaigawa,1853.0,Yes
vipin,1807.0,Yes
void_3,1682.0,Yes
ErikJ,1769.0,Yes
bluemuffin02,1888.0,Yes
the_detective,1681.0,Yes
scanner,1805.0,Yes
secondvictim,1710.0,Yes
Aasino,1678.0,Yes
MoNasr,1678.0,Yes
_Sayantan,1770.0,Yes
djrfrn,1747.0,Yes
x_bromine,1682.0,Yes
limboy,1775.0,Yes
liubinze,1677.0,Yes
saini.laxman2002,1756.0,Yes
WhiteShade,1676.0,Yes
dlguq0107,1676.0,Yes
livo8,1713.0,Yes
AstoriaXu,1675.0,Yes
Bruce12138,1995.0,Yes
cristi_tanase,1876.0,Yes
DreamDimo,1673.0,Yes
c1malpani,1672.0,Yes
lunatic_AJ,1761.0,Yes
Jene1ht,1832.0,Yes
azert9526,1795.0,Yes
Adunama,1780.0,Yes
O0O0O0O0O0O,1670.0,Yes
akshitnandan,1751.0,Yes
feiyuH,1766.0,Yes
EYZ,1700.0,Yes
CYhuang,1727.0,Yes
langdangzi,1678.0,Yes
Cereal,1745.0,Yes
HoangViet,1803.0,Yes
wqr.xssq,1665.0,Yes
qqqqqq123123,1665.0,Yes
MohammadMx,1681.0,Yes
karma144,1694.0,Yes
ACM--cmr,1660.0,Yes
HubertK05,1699.0,Yes
Kev2103,1743.0,Yes
Light_KG,1835.0,Yes
lay_000,1706.0,Yes
vijay_panwar12,1660.0,Yes
vlk0,1740.0,Yes
Mint_Ice,1699.0,Yes
Mythic_Yggdrasil,1860.0,Yes
ansh.chaturmohta,1658.0,Yes
LC_535,1746.0,Yes
Menos,1788.0,Yes
_abhay_og,1778.0,Yes
pretty_kitty,1724.0,Yes
xharshvardhan,1670.0,Yes
InvictusOcean,1786.0,Yes
ananymous507,1776.0,Yes
qzz,1666.0,Yes
wronganswerrr,1798.0,Yes
M_Rana,1654.0,Yes
Xsir,1654.0,Yes
marks39,1703.0,Yes
qingmuhe,1784.0,Yes
abdouBR,1674.0,Yes
dadaxigua,1653.0,Yes
th-loading,1808.0,Yes
Lihg,1652.0,Yes
Noproblem29,1671.0,Yes
Lotuses,1754.0,Yes
SigmaGoku,1667.0,Yes
jayeshasawa,1678.0,Yes
mdub,1651.0,Yes
rpriydarshi,1677.0,Yes
vatsal_04,1708.0,Yes
Arpia,1650.0,Yes
Daluca,1709.0,Yes
Trigerrr,1703.0,Yes
Zbigniew100noga,1656.0,Yes
regirock,1657.0,Yes
Fourty_Seven,1648.0,Yes
hbatata11,1648.0,Yes
tushargoyal1,1648.0,Yes
Ieathamcheesebugers,1693.0,Yes
Sloth_junkie,1647.0,Yes
ycccc319,1708.0,Yes
I_Love_Dota,1802.0,Yes
Ryu204,1841.0,Yes
Maatt,1645.0,Yes
ly2003,1747.0,Yes
xyxoro,1680.0,Yes
_AhmedKamal_,1644.0,Yes
remake2023,1751.0,Yes
hanbro0112,1692.0,Yes
jiangzhihui,1686.0,Yes
yimuhua,1732.0,Yes
Haire,1656.0,Yes
NortGlG-,1684.0,Yes
gosse,1642.0,Yes
hritik426,1738.0,Yes
whutzym,1652.0,Yes
-XXP-,1678.0,Yes
nowayjose,1706.0,Yes
_believe,1689.0,Yes
devil_duck,1780.0,Yes
shubhu11,1640.0,Yes
zengjun,1640.0,Yes
FlyingFeather,1652.0,Yes
assazzin_2,1654.0,Yes
lazar3141,1749.0,Yes
ayush_malviya,1657.0,Yes
JP099,1637.0,Yes
mhgishere,1696.0,Yes
to_be_or_not_to_be,1962.0,Yes
Hawara,1689.0,Yes
ashwat_thama,1641.0,Yes
dak_8055,1635.0,Yes
dqjm,1873.0,Yes
Flyed,1644.0,Yes
cmdgbb,1634.0,Yes
Abwbkr,1732.0,Yes
pwnp,1632.0,Yes
XiaoTie,1631.0,Yes
brownfox2k6,1631.0,Yes
Shenyq,1695.0,Yes
priyanshu.p,1733.0,Yes
HyeuShogun,1673.0,Yes
Tanmay7404,1629.0,Yes
Zxyoul,1711.0,Yes
Java_Programmer,1800.0,Yes
aashishraghav627,1627.0,Yes
oaoaoa_mmm,1671.0,Yes
User-Unauthorized,1626.0,Yes
Zero_OP,1624.0,Yes
zseefvhu12,1685.0,Yes
go_next,1779.0,Yes
kingsneverdie1411,1678.0,Yes
gnique,1657.0,Yes
Brownbear2710,1600.0,Yes
K4vin,1630.0,Yes
abhaycodes07,1600.0,Yes
Georgewang,1611.0,Yes
wust-221,1599.0,Yes
Rifat4242,1597.0,Yes
TaylorFly,1597.0,Yes
asdasdqwer,1596.0,Yes
geekyuttu,1607.0,Yes
huang_cc,1603.0,Yes
r1atsa1a,1595.0,Yes
__Lonny,1649.0,Yes
.utk.,1654.0,Yes
Petercc,1743.0,Yes
pawanrawat,1678.0,Yes
PabloChocobarT_T,1600.0,Yes
SiberianKhatru,1626.0,Yes
autoastt,1643.0,Yes
shiworm,1650.0,Yes
wfeng2,1591.0,Yes
Ashish_verma,1653.0,Yes
Dragonshout,1590.0,Yes
Dr.Bot,1713.0,Yes
YQD,1639.0,Yes
istiak_a2i,1589.0,Yes
ssinghal_12345,1656.0,Yes
Joe2009,1588.0,Yes
dodobow,1619.0,Yes
reimuB_Enjoyer,1626.0,Yes
cn_ryh,1586.0,Yes
Maanas23,1667.0,Yes
amulshaturia,1607.0,Yes
bear1222,1760.0,Yes
namsee1,1760.0,Yes
oreofilling,1630.0,Yes
C2-D2,1583.0,Yes
bladelessknife,1679.0,Yes
doanhoccho,1708.0,Yes
qqqqqv,1606.0,Yes
Eren767,1582.0,Yes
KunoSayo,1703.0,Yes
assanali,1620.0,Yes
nice333,1582.0,Yes
raphaelp,1582.0,Yes
an1ket_62,1638.0,Yes
egor7002,1581.0,Yes
yyytf__,1616.0,Yes
Senior,1754.0,Yes
_ChiFAN_,1606.0,Yes
Hagag,1590.0,Yes
AyanVishwakarma,1661.0,Yes
WORTH,1864.0,Yes
kerembozkaya,1661.0,Yes
kpothari,1773.0,Yes
rit_22,1578.0,Yes
bzh110,1663.0,Yes
puffinmuffin,1584.0,Yes
Your_Bunny_Wrote,1731.0,Yes
atulkumarmaurya201,1575.0,Yes
dhakaprashant666,1580.0,Yes
0-4,1780.0,Yes
BBlack_Star,1573.0,Yes
divyaraj_vaghela,1661.0,Yes
dngnogu,1573.0,Yes
ha_na_da,1573.0,Yes
BalasaRadu,1769.0,Yes
lekkoo,1698.0,Yes
fireheart17,1715.0,Yes
kitekat1__4,1579.0,Yes
EG2107,1574.0,Yes
Mamimi,1683.0,Yes
dhruv21,1570.0,Yes
susenyang,1571.0,Yes
Abyss-skber,1569.0,Yes
dipu_2,1686.0,Yes
yusufazam,1576.0,Yes
Emon72,1653.0,Yes
Akhilendra11,1566.0,Yes
Alkaser_ID,1663.0,Yes
MmusoM,1686.0,Yes
Xapak,1629.0,Yes
darkeer,1733.0,Yes
honakakaka,1655.0,Yes
tea_and_eight,1632.0,Yes
ParadigmShift,1719.0,Yes
AndrewDJ,1691.0,Yes
SDUST_slient,1561.0,Yes
Sy1vester,1753.0,Yes
tanmaytaneja2,1609.0,Yes
x__h__w__123,1561.0,Yes
HenriqueCP,1585.0,Yes
Mr.Jin,1580.0,Yes
pranjala99,1552.0,Yes
ZERO_AKG,1582.0,Yes
__Tanzeel__,1742.0,Yes
jsh00325,1541.0,Yes
uditkansal2002,1597.0,Yes
Cuteeeee,1540.0,Yes
NinjaSenpai,1838.0,Yes
_Body,1540.0,Yes
UzuHa_NaruSuke,1573.0,Yes
zuyuh0ng,1539.0,Yes
Febleaf,1618.0,Yes
m1racleO_o,1537.0,Yes
playinwithfire,1633.0,Yes
praps1614,1573.0,Yes
trMatherz,1567.0,Yes
tuam1221,1647.0,Yes
Ferrriccc,1848.0,Yes
prashast_jain,1602.0,Yes
