contestId,index,solvedCount
1860,F,232
1860,E,1114
1860,D,2411
1860,C,10713
1860,B,13916
1860,A,18903
1859,F,321
1859,E,1520
1859,D,5834
1859,C,14890
1859,B,20769
1859,A,25689
1858,E2,859
1858,E1,1106
1858,D,2398
1858,C,19911
1858,B,9462
1858,A,29216
1857,G,3533
1857,F,8859
1857,E,10028
1857,D,15739
1857,C,19502
1857,B,20370
1857,A,37617
1856,E2,1125
1856,E1,4234
1856,D,2778
1856,C,9466
1856,B,20833
1856,A,24264
1855,B,20450
1855,A,25485
1854,F,86
1854,E,333
1854,D,412
1854,C,1238
1854,B,2976
1854,A2,6057
1854,A1,12069
1853,B,14857
1853,A,23927
1852,F,82
1852,E,131
1852,D,379
1852,C,1270
1852,B,3549
1852,A,6634
1851,G,2479
1851,F,4501
1851,E,7975
1851,D,12703
1851,C,19902
1851,B,25424
1851,A,26769
1850,H,6280
1850,G,9393
1850,F,14356
1850,E,17666
1850,D,26533
1850,C,34694
1850,B,35146
1850,A,40950
1849,F,518
1849,E,1273
1849,D,6763
1849,C,8527
1849,B,19086
1849,A,25172
1848,F,1279
1848,E,661
1848,D,2277
1848,C,5295
1848,B,11460
1848,A,14913
1847,F,761
1847,E,293
1847,D,3252
1847,C,10995
1847,B,17294
1847,A,20655
1846,G,3584
1846,F,2470
1846,E2,5858
1846,E1,13576
1846,D,16453
1846,C,16189
1846,B,24150
1846,A,29296
1845,F,298
1845,E,1143
1845,D,6509
1845,C,11876
1845,B,19164
1845,A,21699
1844,H,98
1844,G,539
1844,F2,335
1844,F1,673
1844,E,1563
1844,D,10570
1844,C,13397
1844,B,16234
1844,A,22494
1843,F2,1249
1843,F1,4437
1843,E,9495
1843,D,15252
1843,C,27628
1843,B,25895
1843,A,30371
1842,I,91
1842,H,429
1842,G,683
1842,F,1074
1842,E,1392
1842,D,3579
1842,C,9859
1842,B,13930
1842,A,18496
1841,F,417
1841,E,1684
1841,D,3664
1841,C,6636
1841,B,18828
1841,A,23101
1840,G2,786
1840,G1,2032
1840,F,1536
1840,E,6710
1840,D,11492
1840,C,21151
1840,B,19732
1840,A,30069
1839,E,991
1839,D,1948
1839,C,10278
1839,B,13309
1839,A,16234
1838,F,257
1838,E,1192
1838,D,2795
1838,C,12023
1838,B,14765
1838,A,19993
1837,F,1811
1837,E,1908
1837,D,11855
1837,C,19471
1837,B,23043
1837,A,25691
1836,B,11370
1836,A,18529
1835,F,100
1835,E,166
1835,D,384
1835,C,825
1835,B,787
1835,A,6704
1834,F,443
1834,E,1741
1834,D,3799
1834,C,11226
1834,B,13120
1834,A,17838
1833,G,4250
1833,F,5765
1833,E,8740
1833,D,11555
1833,C,24086
1833,B,23437
1833,A,29595
1832,F,223
1832,E,1882
1832,D2,1667
1832,D1,2587
1832,C,15566
1832,B,17067
1832,A,23075
1831,B,16034
1831,A,21230
1830,F,135
1830,E,186
1830,D,487
1830,C,1341
1830,B,4137
1830,A,11010
1829,H,5964
1829,G,8007
1829,F,13916
1829,E,15831
1829,D,20997
1829,C,24359
1829,B,33796
1829,A,37875
1828,B,17939
1828,A,21562
1827,F,90
1827,E,315
1827,D,581
1827,C,994
1827,B2,1580
1827,B1,3349
1827,A,15634
1826,F,295
1826,E,1358
1826,D,6794
1826,C,11322
1826,B,13530
1826,A,13063
1825,B,13197
1825,A,18067
1824,E,101
1824,D,369
1824,C,1082
1824,B2,2278
1824,B1,3915
1824,A,9860
1823,F,599
1823,E,1087
1823,D,3290
1823,C,10506
1823,B,14128
1823,A,14981
1822,G2,1993
1822,G1,5586
1822,F,4796
1822,E,8296
1822,D,14241
1822,C,20726
1822,B,22413
1822,A,22170
1821,F,614
1821,E,1954
1821,D,4277
1821,C,12058
1821,B,14993
1821,A,18146
1820,B,11786
1820,A,15400
1819,F,103
1819,E,202
1819,D,524
1819,C,1246
1819,B,3117
1819,A,10843
1818,B,12811
1818,A,12067
1817,F,135
1817,E,220
1817,D,582
1817,C,838
1817,B,3438
1817,A,9196
1816,B,13753
1816,A,16166
1815,F,192
1815,E,289
1815,D,868
1815,C,1686
1815,B,2579
1815,A,12267
1814,F,381
1814,E,1093
1814,D,748
1814,C,9138
1814,B,8562
1814,A,22360
1812,J,4811
1812,I,205
1812,H,103
1812,G,406
1812,F,802
1812,E,3474
1812,D,3897
1812,C,1021
1812,B,4719
1812,A,10993
1811,G2,1405
1811,G1,1684
1811,F,1540
1811,E,10189
1811,D,6328
1811,C,17361
1811,B,18395
1811,A,27591
1810,H,111
1810,G,531
1810,F,487
1810,E,2710
1810,D,6479
1810,C,12589
1810,B,16464
1810,A,19496
1809,G,341
1809,F,640
1809,E,715
1809,D,5262
1809,C,10582
1809,B,17753
1809,A,22541
1808,E3,352
1808,E2,555
1808,E1,1090
1808,D,1932
1808,C,3228
1808,B,12338
1808,A,15945
1807,G2,15784
1807,G1,16301
1807,F,5248
1807,E,10418
1807,D,24130
1807,C,26896
1807,B,35716
1807,A,45338
1806,F2,223
1806,F1,274
1806,E,2398
1806,D,761
1806,C,6610
1806,B,16024
1806,A,19755
1805,F2,280
1805,F1,684
1805,E,1354
1805,D,5366
1805,C,10901
1805,B,17401
1805,A,18172
1804,H,147
1804,G,165
1804,F,772
1804,E,1250
1804,D,4150
1804,C,10526
1804,B,13056
1804,A,17202
1802,B,12076
1802,A,15005
1801,G,216
1801,F,481
1801,E,371
1801,D,1761
1801,C,2854
1801,B,5167
1801,A,7438
1800,G,1697
1800,F,3185
1800,E2,10630
1800,E1,10829
1800,D,18892
1800,C2,19103
1800,C1,20242
1800,B,21918
1800,A,27465
1799,H,244
1799,G,601
1799,F,682
1799,E,1058
1799,D2,2047
1799,D1,3582
1799,C,5013
1799,B,9986
1799,A,10967
1798,F,419
1798,E,1359
1798,D,7925
1798,C,7147
1798,B,14773
1798,A,18585
1797,F,244
1797,E,1045
1797,D,3271
1797,C,6586
1797,B,13041
1797,A,15873
1796,F,150
1796,E,606
1796,D,3424
1796,C,8655
1796,B,15103
1796,A,17912
1795,G,592
1795,F,950
1795,E,1751
1795,D,7593
1795,C,10159
1795,B,19813
1795,A,22366
1794,E,877
1794,D,3035
1794,C,10973
1794,B,16692
1794,A,15947
1793,F,1113
1793,E,806
1793,D,5238
1793,C,15570
1793,B,14311
1793,A,16997
1792,F2,334
1792,F1,591
1792,E,1235
1792,D,5434
1792,C,11710
1792,B,18380
1792,A,26050
1791,G2,3995
1791,G1,18138
1791,F,10075
1791,E,22505
1791,D,23294
1791,C,35489
1791,B,38184
1791,A,46293
1790,G,955
1790,F,2830
1790,E,12741
1790,D,15997
1790,C,21360
1790,B,25521
1790,A,33519
1789,F,446
1789,E,700
1789,D,1467
1789,C,7332
1789,B,15004
1789,A,15192
1788,F,695
1788,E,2241
1788,D,3434
1788,C,14876
1788,B,17763
1788,A,24389
1787,I,136
1787,H,167
1787,G,360
1787,F,594
1787,E,2031
1787,D,3056
1787,C,6128
1787,B,12030
1787,A,18176
1786,B,8030
1786,A2,10879
1786,A1,13213
1784,F,149
1784,E,271
1784,D,878
1784,C,1414
1784,B,3041
1784,A,13577
1783,G,372
1783,F,794
1783,E,1870
1783,D,3799
1783,C,8084
1783,B,16419
1783,A,24867
1781,H2,81
1781,H1,101
1781,G,192
1781,F,629
1781,E,1224
1781,D,4903
1781,C,6356
1781,B,12670
1781,A,14504
1780,G,581
1780,F,1237
1780,E,1174
1780,D,4258
1780,B,15211
1780,A,20547
1779,H,123
1779,G,291
1779,F,1144
1779,E,1606
1779,D,6909
1779,C,10817
1779,B,21856
1779,A,22308
1778,F,524
1778,E,730
1778,D,2317
1778,C,6948
1778,B,12181
1778,A,22905
1777,F,684
1777,E,1512
1777,D,2884
1777,C,6834
1777,B,15822
1777,A,18932
1776,N,38
1776,M,298
1776,L,4312
1776,K,57
1776,J,545
1776,I,569
1776,H,5305
1776,G,1750
1776,F,2832
1776,E,47
1776,D,299
1776,C,680
1776,B,1129
1776,A,6342
1775,F,681
1775,E,2770
1775,D,5060
1775,C,8488
1775,B,11235
1775,A2,17663
1775,A1,18831
1774,H,121
1774,G,287
1774,F2,567
1774,F1,961
1774,E,3093
1774,D,6777
1774,C,10872
1774,B,10503
1774,A,21469
1773,L,22
1773,K,1252
1773,J,87
1773,I,413
1773,H,293
1773,G,261
1773,F,3633
1773,E,4124
1773,D,363
1773,C,25
1773,B,660
1773,A,1337
1772,G,1181
1772,F,2036
1772,E,5820
1772,D,12830
1772,C,21032
1772,B,26768
1772,A,38721
1771,F,826
1771,E,614
1771,D,2358
1771,C,7903
1771,B,11320
1771,A,20725
1770,H,83
1770,G,131
1770,F,518
1770,E,1198
1770,D,3440
1770,C,7799
1770,B,18195
1770,A,21442
1769,D3,114
1769,D2,185
1769,D1,349
1769,C2,851
1769,C1,873
1769,B2,820
1769,B1,1252
1769,A,1811
1768,F,637
1768,E,1646
1768,D,6129
1768,C,12660
1768,B,20925
1768,A,26831
1767,F,165
1767,E,739
1767,D,8687
1767,C,2301
1767,B,19001
1767,A,19689
1766,F,224
1766,E,1066
1766,D,7313
1766,C,12141
1766,B,18691
1766,A,21265
1765,N,3877
1765,M,10162
1765,L,514
1765,K,4816
1765,J,158
1765,I,158
1765,H,1067
1765,G,322
1765,F,538
1765,E,8747
1765,D,3533
1765,C,309
1765,B,8382
1765,A,603
1764,H,136
1764,G3,320
1764,G2,377
1764,G1,429
1764,F,828
1764,E,1114
1764,D,2466
1764,C,8362
1764,B,14197
1764,A,15522
1763,F,370
1763,E,1536
1763,D,1843
1763,C,5838
1763,B,12877
1763,A,14684
1762,G,86
1762,F,457
1762,E,511
1762,D,3000
1762,C,8226
1762,B,15306
1762,A,18011
1761,G,88
1761,F2,67
1761,F1,166
1761,E,1547
1761,D,2148
1761,C,8474
1761,B,12322
1761,A,14844
1760,G,6121
1760,F,9836
1760,E,17377
1760,D,20402
1760,C,31853
1760,B,37488
1760,A,45911
1759,G,3842
1759,F,3394
1759,E,8823
1759,D,10604
1759,C,15870
1759,B,20767
1759,A,26958
1758,F,137
1758,E,716
1758,D,6269
1758,C,11592
1758,B,18964
1758,A,23591
1754,B,18082
1754,A,21968
1753,F,170
1753,E,287
1753,D,1408
1753,C,3603
1753,B,11048
1753,A2,9102
1753,A1,13443
1750,H,63
1750,G,187
1750,F,668
1750,E,1256
1750,D,5032
1750,C,8712
1750,B,15657
1750,A,16383
1749,F,433
1749,E,1408
1749,D,4887
1749,C,12248
1749,B,19445
1749,A,21499
1748,F,307
1748,E,1562
1748,D,2491
1748,C,9486
1748,B,13117
1748,A,22854
1747,E,450
1747,D,4183
1747,C,18520
1747,B,20438
1747,A,23699
1746,G,86
1746,F,1310
1746,E2,309
1746,E1,1236
1746,D,4167
1746,C,11563
1746,B,16178
1746,A,19010
1744,F,2555
1744,E2,4702
1744,E1,9145
1744,D,18136
1744,C,21141
1744,B,21955
1744,A,25312
1743,G,221
1743,F,1302
1743,E,1358
1743,D,6853
1743,C,17769
1743,B,21360
1743,A,25033
1742,G,8484
1742,F,9531
1742,E,18564
1742,D,18946
1742,C,27922
1742,B,39700
1742,A,53638
1741,G,1271
1741,F,2032
1741,E,9346
1741,D,13163
1741,C,16274
1741,B,23912
1741,A,28333
1740,I,90
1740,H,170
1740,G,164
1740,F,684
1740,E,3799
1740,D,7145
1740,C,9826
1740,B,13261
1740,A,18720
1739,F,452
1739,E,1094
1739,D,4461
1739,C,8150
1739,B,19805
1739,A,21705
1738,H,206
1738,G,337
1738,F,1070
1738,E,1349
1738,D,3143
1738,C,9664
1738,B,13374
1738,A,13113
1737,G,89
1737,F,106
1737,E,854
1737,D,1736
1737,C,5251
1737,B,8721
1737,A,9635
1736,E,550
1736,D,2258
1736,C2,1159
1736,C1,13401
1736,B,15726
1736,A,21700
1735,F,182
1735,E,970
1735,D,4995
1735,C,9047
1735,B,16984
1735,A,19478
1734,F,718
1734,E,2596
1734,D,5610
1734,C,15123
1734,B,15241
1734,A,20138
1733,E,992
1733,D2,3711
1733,D1,11837
1733,C,13996
1733,B,18451
1733,A,20070
1732,E,369
1732,D2,1265
1732,D1,7510
1732,C2,2269
1732,C1,5047
1732,B,13211
1732,A,13659
1731,F,610
1731,E,2436
1731,D,6138
1731,C,8186
1731,B,15627
1731,A,21680
1730,F,349
1730,E,541
1730,D,2450
1730,C,14910
1730,B,10786
1730,A,21822
1729,G,1929
1729,F,3751
1729,E,6302
1729,D,16743
1729,C,18137
1729,B,27871
1729,A,36237
1728,G,358
1728,F,341
1728,E,1536
1728,D,6375
1728,C,13876
1728,B,19525
1728,A,23841
1726,H,72
1726,G,262
1726,F,131
1726,E,1251
1726,D,3365
1726,C,11355
1726,B,14048
1726,A,17993
1725,M,2529
1725,L,764
1725,K,522
1725,J,325
1725,I,161
1725,H,2324
1725,G,5134
1725,F,878
1725,E,369
1725,D,110
1725,C,1433
1725,B,9836
1725,A,8789
1722,G,8947
1722,F,6028
1722,E,8934
1722,D,20422
1722,C,27173
1722,B,38998
1722,A,41303
1721,F,319
1721,E,1649
1721,D,5799
1721,C,12173
1721,B,20544
1721,A,25716
1720,E,693
1720,D2,1613
1720,D1,5369
1720,C,15446
1720,B,20102
1720,A,20667
1719,C,12122
1719,B,17980
1719,A,24251
1718,F,135
1718,E,95
1718,D,230
1718,C,1422
1718,B,2683
1718,A2,4630
1718,A1,5113
1717,F,472
1717,E,2261
1717,D,4039
1717,C,13167
1717,B,14071
1717,A,18664
1716,F,871
1716,E,922
1716,D,4648
1716,C,3826
1716,B,20882
1716,A,29903
1715,F,472
1715,E,1471
1715,D,4555
1715,C,7917
1715,B,18616
1715,A,22725
1714,G,6518
1714,F,2851
1714,E,13722
1714,D,7939
1714,C,28144
1714,B,27554
1714,A,26600
1713,F,452
1713,E,1419
1713,D,5221
1713,C,15888
1713,B,19848
1713,A,21164
1712,F,274
1712,E2,1096
1712,E1,1919
1712,D,4045
1712,C,18330
1712,B,20832
1712,A,23240
1711,B,12553
1711,A,24115
1710,E,417
1710,D,385
1710,C,1220
1710,B,2249
1710,A,10073
1709,F,486
1709,E,2090
1709,D,7572
1709,C,8021
1709,B,20874
1709,A,27935
1708,B,18322
1708,A,21049
1707,F,125
1707,E,480
1707,D,515
1707,C,1262
1707,B,5265
1707,A,12047
1706,E,2113
1706,D2,1572
1706,D1,6316
1706,C,13571
1706,B,15697
1706,A,22004
1705,F,519
1705,E,1829
1705,D,5801
1705,C,12332
1705,B,21109
1705,A,24028
1704,H2,65
1704,H1,154
1704,G,89
1704,F,844
1704,E,2119
1704,D,4641
1704,C,12968
1704,B,14902
1704,A,15449
1703,G,8965
1703,F,15961
1703,E,15168
1703,D,22118
1703,C,31840
1703,B,40192
1703,A,53245
1702,G2,3856
1702,G1,4693
1702,F,7374
1702,E,10990
1702,D,21477
1702,C,19950
1702,B,25799
1702,A,31575
1701,F,814
1701,E,1013
1701,D,5186
1701,C,14373
1701,B,19585
1701,A,24984
1700,F,776
1700,E,777
1700,D,5487
1700,C,9861
1700,B,17504
1700,A,22025
1699,E,989
1699,D,2891
1699,C,8890
1699,B,18301
1699,A,23066
1698,G,290
1698,F,517
1698,E,1505
1698,D,8036
1698,C,16737
1698,B,20299
1698,A,26318
1697,F,418
1697,E,1081
1697,D,4024
1697,C,13153
1697,B,23738
1697,A,24800
1696,H,126
1696,G,242
1696,F,788
1696,E,3603
1696,D,4930
1696,C,10828
1696,B,17591
1696,A,17528
1695,E,398
1695,D2,1799
1695,D1,1948
1695,C,9639
1695,B,17310
1695,A,15844
1694,B,17502
1694,A,21518
1693,F,238
1693,E,316
1693,D,703
1693,C,2235
1693,B,7538
1693,A,14810
1692,H,6395
1692,G,13865
1692,F,18462
1692,E,17497
1692,D,17553
1692,C,30273
1692,B,30304
1692,A,51191
1691,F,833
1691,E,1636
1691,D,5011
1691,C,14286
1691,B,19730
1691,A,28420
1690,G,2986
1690,F,6319
1690,E,13402
1690,D,23619
1690,C,24375
1690,B,23791
1690,A,31185
1689,E,1091
1689,D,3802
1689,C,9592
1689,B,16470
1689,A,15969
1688,C,7562
1688,B,17421
1688,A,19876
1687,F,69
1687,E,190
1687,D,518
1687,C,1262
1687,B,3307
1687,A,9379
1686,B,17461
1686,A,19864
1685,E,122
1685,D2,91
1685,D1,398
1685,C,838
1685,B,2980
1685,A,15847
1684,H,215
1684,G,511
1684,F,791
1684,E,2863
1684,D,8814
1684,C,11484
1684,B,20129
1684,A,22818
1682,F,259
1682,E,522
1682,D,3013
1682,C,13330
1682,B,16015
1682,A,18639
1681,F,1391
1681,E,649
1681,D,8654
1681,C,16085
1681,B,19363
1681,A,20322
1680,F,535
1680,E,3405
1680,D,1038
1680,C,8879
1680,B,17724
1680,A,20581
1679,F,449
1679,E,1013
1679,D,4155
1679,C,9361
1679,B,15504
1679,A,19759
1678,B2,6093
1678,B1,15358
1678,A,17600
1677,F,83
1677,E,412
1677,D,1063
1677,C,3149
1677,B,3793
1677,A,7644
1676,H2,8989
1676,H1,12144
1676,G,12547
1676,F,14444
1676,E,22304
1676,D,22003
1676,C,26741
1676,B,40227
1676,A,49316
1675,G,1460
1675,F,4605
1675,E,9232
1675,D,11734
1675,C,16774
1675,B,22327
1675,A,29542
1674,G,2213
1674,F,4570
1674,E,5721
1674,D,14876
1674,C,21575
1674,B,24414
1674,A,24556
1673,F,717
1673,E,623
1673,D,3040
1673,C,10595
1673,B,13478
1673,A,17885
1672,I,120
1672,H,833
1672,G,288
1672,F2,708
1672,F1,2788
1672,E,1969
1672,D,5699
1672,C,12442
1672,B,15167
1672,A,15465
1671,F,286
1671,E,2491
1671,D,6798
1671,C,14692
1671,B,17531
1671,A,19742
1670,F,865
1670,E,1573
1670,D,4710
1670,C,8889
1670,B,12007
1670,A,14907
1669,H,14255
1669,G,15774
1669,F,20356
1669,E,15396
1669,D,19444
1669,C,30178
1669,B,35660
1669,A,48266
1668,B,15614
1668,A,15871
1667,F,77
1667,E,515
1667,D,575
1667,C,1358
1667,B,3255
1667,A,13655
1666,L,2796
1666,K,149
1666,J,1212
1666,I,1299
1666,H,56
1666,G,121
1666,F,998
1666,E,624
1666,D,5760
1666,C,2871
1666,B,50
1666,A,95
1665,E,1295
1665,D,3424
1665,C,7555
1665,B,17230
1665,A,22126
1663,H,1176
1663,G,187
1663,F,307
1663,E,510
1663,D,1321
1663,C,5421
1663,B,3200
1663,A,9937
1662,O,1136
1662,N,577
1662,M,2958
1662,L,888
1662,K,257
1662,J,109
1662,I,1761
1662,H,2493
1662,G,384
1662,F,864
1662,E,105
1662,D,1498
1662,C,254
1662,B,122
1662,A,3852
1661,F,505
1661,E,854
1661,D,4256
1661,C,8467
1661,B,15767
1661,A,17905
1660,F2,2440
1660,F1,6604
1660,E,6608
1660,D,7546
1660,C,17643
1660,B,26562
1660,A,33482
1659,F,160
1659,E,1343
1659,D,3665
1659,C,8872
1659,B,10108
1659,A,15645
1658,F,673
1658,E,932
1658,D2,2226
1658,D1,8265
1658,C,8775
1658,B,17965
1658,A,19806
1657,F,491
1657,E,1749
1657,D,4532
1657,C,16024
1657,B,22194
1657,A,23274
1656,I,73
1656,H,337
1656,G,250
1656,F,893
1656,E,3076
1656,D,6254
1656,C,17425
1656,B,16541
1656,A,18776
1654,H,63
1654,G,315
1654,F,922
1654,E,1848
1654,D,2655
1654,C,12588
1654,B,15238
1654,A,18066
1651,F,306
1651,E,457
1651,D,4515
1651,C,10037
1651,B,19138
1651,A,24865
1650,G,2186
1650,F,1287
1650,E,3812
1650,D,12145
1650,C,15535
1650,B,25505
1650,A,32489
1649,B,12294
1649,A,15003
1648,F,95
1648,E,336
1648,D,697
1648,C,2725
1648,B,5813
1648,A,10889
1647,F,365
1647,E,903
1647,D,4912
1647,C,11987
1647,B,14627
1647,A,22033
1646,F,359
1646,E,2139
1646,D,3297
1646,C,12135
1646,B,20258
1646,A,23464
1644,F,294
1644,E,2796
1644,D,6692
1644,C,12825
1644,B,20168
1644,A,26193
1642,B,16104
1642,A,15553
1641,F,86
1641,E,181
1641,D,943
1641,C,2198
1641,B,3592
1641,A,16820
1639,K,0
1639,J,0
1639,I,0
1639,H,0
1639,G,0
1639,F,0
1639,E,0
1639,D,0
1639,C,0
1639,B,0
1639,A,0
1638,F,176
1638,E,1667
1638,D,3881
1638,C,13856
1638,B,19527
1638,A,20889
1637,H,274
1637,G,410
1637,F,1575
1637,E,3030
1637,D,6917
1637,C,16727
1637,B,14367
1637,A,21679
1635,F,908
1635,E,2022
1635,D,5644
1635,C,15385
1635,B,17519
1635,A,21069
1634,F,1379
1634,E,1504
1634,D,4070
1634,C,17525
1634,B,14860
1634,A,23273
1633,F,282
1633,E,1390
1633,D,11938
1633,C,18880
1633,B,26534
1633,A,30502
1632,E2,855
1632,E1,1044
1632,D,4181
1632,C,11590
1632,B,19501
1632,A,27869
1631,B,18412
1631,A,27787
1630,F,430
1630,E,370
1630,D,1417
1630,C,2687
1630,B,5245
1630,A,13367
1629,B,22318
1629,A,27624
1628,F,76
1628,E,711
1628,D2,1822
1628,D1,2814
1628,C,2940
1628,B,10692
1628,A,14580
1627,F,531
1627,E,2077
1627,D,7348
1627,C,13325
1627,B,15747
1627,A,23297
1626,F,621
1626,E,1419
1626,D,3630
1626,C,10207
1626,B,21406
1626,A,27507
1625,E2,514
1625,E1,908
1625,D,1850
1625,C,9263
1625,B,15500
1625,A,16603
1624,G,5082
1624,F,2993
1624,E,3721
1624,D,15204
1624,C,22886
1624,B,31590
1624,A,46160
1623,E,1033
1623,D,1306
1623,C,10438
1623,B,13578
1623,A,19484
1622,F,551
1622,E,1746
1622,D,3659
1622,C,11473
1622,B,19844
1622,A,28386
1621,I,101
1621,H,141
1621,G,561
1621,F,504
1621,E,1645
1621,D,3810
1621,C,6479
1621,B,12483
1621,A,23122
1620,G,807
1620,F,501
1620,E,7216
1620,D,3775
1620,C,6036
1620,B,18185
1620,A,20695
1619,H,916
1619,G,2094
1619,F,1906
1619,E,8099
1619,D,6796
1619,C,19319
1619,B,28799
1619,A,44120
1618,G,1340
1618,F,3776
1618,E,6575
1618,D,17186
1618,C,19836
1618,B,21584
1618,A,30213
1617,E,771
1617,D2,1616
1617,D1,4340
1617,C,13808
1617,B,20985
1617,A,15804
1616,H,670
1616,G,223
1616,F,550
1616,E,2287
1616,D,4452
1616,C,11420
1616,B,18283
1616,A,21929
1615,H,273
1615,G,135
1615,F,668
1615,E,1326
1615,D,1722
1615,C,7709
1615,B,14355
1615,A,20097
1614,E,757
1614,D2,2045
1614,D1,3440
1614,C,9421
1614,B,16852
1614,A,22566
1613,F,587
1613,E,4717
1613,D,4199
1613,C,20472
1613,B,20293
1613,A,22997
1612,G,755
1612,F,530
1612,E,2283
1612,D,8302
1612,C,14473
1612,B,16375
1612,A,17124
1611,G,573
1611,F,5703
1611,E2,3389
1611,E1,6460
1611,D,8964
1611,C,17283
1611,B,26899
1611,A,29172
1610,I,244
1610,H,277
1610,G,278
1610,F,457
1610,E,1552
1610,D,2466
1610,C,9707
1610,B,13734
1610,A,15335
1609,H,84
1609,G,335
1609,F,652
1609,E,1721
1609,D,6524
1609,C,9147
1609,B,11258
1609,A,15917
1608,G,126
1608,F,452
1608,E,401
1608,D,1305
1608,C,6072
1608,B,11059
1608,A,18199
1607,H,1131
1607,G,1449
1607,F,1812
1607,E,8656
1607,D,15540
1607,C,23140
1607,B,22927
1607,A,34283
1606,F,451
1606,E,3137
1606,D,1353
1606,C,13076
1606,B,17562
1606,A,20970
1605,F,257
1605,E,950
1605,D,2699
1605,C,15322
1605,B,16987
1605,A,19927
1604,B,15076
1604,A,20353
1603,F,178
1603,E,252
1603,D,531
1603,C,1877
1603,B,12430
1603,A,15486
1602,B,13420
1602,A,18373
1601,F,159
1601,E,434
1601,D,1252
1601,C,1793
1601,B,4534
1601,A,12147
1600,J,3607
1600,F,401
1600,E,1827
1599,J,272
1599,I,104
1599,H,942
1599,G,326
1599,F,265
1599,E,51
1599,D,24
1599,C,1484
1599,B,125
1599,A,584
1598,G,293
1598,F,1226
1598,E,2147
1598,D,8030
1598,C,18692
1598,B,15347
1598,A,21880
1594,F,1198
1594,E2,1381
1594,E1,10496
1594,D,6683
1594,C,16449
1594,B,17748
1594,A,22671
1593,G,1533
1593,F,2203
1593,E,10793
1593,D2,4522
1593,D1,18536
1593,C,22565
1593,B,23182
1593,A,33509
1592,F2,506
1592,F1,680
1592,E,1480
1592,D,2061
1592,C,7156
1592,B,15031
1592,A,20672
1588,F,230
1586,I,109
1585,G,144
1585,F,1035
1585,E,940
1585,D,3466
1585,C,11019
1585,B,14388
1585,A,17034
1584,G,193
1584,F,794
1584,E,1154
1584,D,3352
1584,C,15292
1584,B,12606
1584,A,14297
1583,H,280
1583,G,352
1583,F,1154
1583,E,2076
1583,D,5067
1583,C,6604
1583,B,11458
1583,A,13331
1582,G,524
1582,F2,1526
1582,F1,4822
1582,E,3381
1582,D,9620
1582,C,13286
1582,B,17336
1582,A,17847
1581,B,10643
1581,A,12967
1580,F,120
1580,E,57
1580,D,676
1580,C,1556
1580,B,887
1580,A,3419
1579,G,2040
1579,F,4329
1579,E2,5943
1579,E1,19943
1579,D,14393
1579,C,9819
1579,B,17331
1579,A,36062
1578,M,407
1578,L,965
1578,K,324
1578,J,179
1578,I,58
