Handle,Max Rating_x,Result,Solved Problems,Problem Count
yuanhaowei,2551.0,Yes,"{(1266, 'C'), (1517, 'C'), (1548, 'A'), (1612, 'C'), (1515, 'C'), (1605, 'C'), (1418, 'C'), (1737, 'C'), (1279, 'C'), (1765, 'K'), (1765, 'N'), (1526, 'C1'), (1556, 'B'), (1101, 'B'), (1753, 'A2'), (1538, 'F'), (1487, 'D'), (1574, 'C'), (1615, 'B'), (1864, 'C'), (1457, 'C'), (1866, 'B'), (1270, 'C'), (1569, 'C'), (1516, 'B'), (1285, 'C'), (1415, 'C'), (1536, 'C'), (1498, 'B'), (1538, 'C'), (1515, 'D'), (1470, 'A'), (1868, 'A'), (1276, 'A'), (1773, 'E'), (1604, 'C'), (1815, 'A'), (602, 'B'), (1786, 'B'), (1284, 'B'), (1379, 'A'), (1401, 'C'), (1804, 'C'), (1487, 'C'), (1654, 'C'), (1830, 'A'), (679, 'A'), (409, 'H'), (1484, 'B'), (1737, 'B'), (1614, 'C'), (1471, 'C')}",52
cqbzdj,2547.0,Yes,"{(1313, 'C1'), (1854, 'A1'), (1682, 'C'), (1774, 'B'), (839, 'C'), (1673, 'C'), (1659, 'B'), (1574, 'C'), (1774, 'C'), (1864, 'C'), (1811, 'E'), (1397, 'B'), (1668, 'C'), (1701, 'C'), (1863, 'D'), (1659, 'C'), (1721, 'C'), (1646, 'C'), (1679, 'C'), (159, 'D'), (1461, 'C'), (1815, 'A'), (1749, 'C'), (1738, 'C'), (1634, 'B'), (1628, 'A'), (1696, 'C'), (1817, 'A'), (1764, 'C'), (476, 'B'), (1647, 'C')}",31
riano_,2565.0,Yes,"{(1766, 'C'), (1821, 'C'), (1249, 'C1'), (1475, 'C'), (1519, 'C'), (1609, 'C'), (1538, 'F'), (1399, 'D'), (1728, 'C'), (1217, 'A'), (1494, 'B'), (1573, 'B'), (1809, 'C'), (1679, 'C'), (1540, 'A'), (1630, 'A'), (1311, 'C'), (1749, 'C'), (1696, 'C'), (1272, 'D'), (1844, 'D'), (1819, 'A'), (1767, 'D'), (1249, 'B2'), (1684, 'C'), (1739, 'C'), (1367, 'C'), (1553, 'D'), (1792, 'C'), (1569, 'C'), (1701, 'C'), (1294, 'C'), (1815, 'A'), (1817, 'A'), (1654, 'C'), (1737, 'B'), (1614, 'C'), (1616, 'C'), (1737, 'C'), (1814, 'C'), (1697, 'C'), (1753, 'A2'), (1249, 'C2'), (1487, 'D'), (1499, 'C'), (1644, 'C'), (1844, 'C'), (1661, 'B'), (1555, 'B'), (1462, 'E1'), (1558, 'A'), (1278, 'B'), (1606, 'C'), (1617, 'C'), (1738, 'C'), (1628, 'A'), (1238, 'B'), (1555, 'C'), (1736, 'C1'), (1795, 'C'), (1426, 'D'), (1601, 'A'), (1810, 'C'), (1416, 'A'), (1612, 'C'), (1603, 'A'), (1746, 'C'), (1693, 'A'), (1774, 'B'), (1651, 'C'), (1574, 'C'), (1774, 'C'), (1710, 'A'), (1615, 'B'), (1538, 'C'), (611, 'B'), (600, 'B'), (1721, 'C'), (1842, 'C'), (1462, 'D'), (1553, 'B'), (1551, 'C'), (611, 'C'), (1251, 'B'), (1804, 'C'), (1487, 'C'), (1551, 'B2'), (1764, 'C'), (1753, 'A1')}",89
bilibilitdasc,2642.0,Yes,"{(190, 'C'), (51, 'A'), (1515, 'C'), (1475, 'C'), (792, 'B'), (1538, 'F'), (24, 'B'), (185, 'A'), (1728, 'C'), (1866, 'B'), (1573, 'B'), (1492, 'C'), (1863, 'D'), (1498, 'B'), (147, 'A'), (1373, 'C'), (250, 'B'), (1005, 'C'), (1260, 'B'), (320, 'B'), (1526, 'B'), (1844, 'D'), (679, 'A'), (1194, 'C'), (1167, 'B'), (1207, 'C'), (1380, 'B'), (1765, 'K'), (1765, 'N'), (1739, 'C'), (1684, 'C'), (550, 'B'), (114, 'B'), (1065, 'B'), (1380, 'C'), (814, 'B'), (1569, 'C'), (1463, 'B'), (329, 'B'), (39, 'H'), (1817, 'A'), (1776, 'L'), (1547, 'D'), (1654, 'C'), (409, 'H'), (1535, 'C'), (1614, 'C'), (808, 'B'), (1552, 'B'), (1560, 'D'), (1733, 'C'), (1156, 'A'), (198, 'B'), (808, 'C'), (1753, 'A2'), (977, 'E'), (1487, 'D'), (1733, 'D1'), (1844, 'C'), (1076, 'C'), (510, 'B'), (946, 'C'), (1542, 'B'), (1278, 'B'), (1824, 'A'), (1606, 'C'), (893, 'C'), (1738, 'C'), (1634, 'B'), (976, 'B'), (1066, 'B'), (1493, 'B'), (1187, 'B'), (977, 'D'), (817, 'B'), (976, 'C'), (1176, 'C'), (264, 'B'), (1746, 'C'), (727, 'C'), (1490, 'F'), (1324, 'D'), (1574, 'C'), (1710, 'A'), (1615, 'B'), (1538, 'C'), (1759, 'D'), (1366, 'B'), (1607, 'D'), (1648, 'A'), (1776, 'H'), (1551, 'C'), (19, 'A'), (1425, 'F'), (56, 'B'), (1366, 'C'), (1551, 'B2'), (1753, 'A1'), (203, 'B'), (34, 'C')}",100
TheLuminousSky,2529.0,Yes,"{(1690, 'E'), (1679, 'C'), (1698, 'C'), (1864, 'C'), (1870, 'C'), (1863, 'D')}",6
maomao90,2565.0,Yes,"{(1313, 'C1'), (1517, 'C'), (1515, 'C'), (1605, 'C'), (1726, 'C'), (1519, 'C'), (1609, 'C'), (792, 'B'), (1466, 'C'), (1492, 'C'), (248, 'B'), (1375, 'C'), (1549, 'C'), (1868, 'A'), (1705, 'C'), (1630, 'A'), (609, 'C'), (1379, 'A'), (1696, 'C'), (1844, 'D'), (1830, 'A'), (1819, 'A'), (899, 'C'), (1154, 'C'), (417, 'C'), (1219, 'D'), (337, 'B'), (1854, 'A1'), (1767, 'D'), (1765, 'N'), (1765, 'K'), (1684, 'C'), (1673, 'C'), (1556, 'B'), (762, 'A'), (1553, 'D'), (1740, 'D'), (1541, 'C'), (1369, 'C'), (814, 'B'), (1701, 'C'), (1515, 'D'), (1773, 'E'), (1815, 'A'), (1562, 'C'), (1817, 'A'), (1654, 'C'), (1667, 'A'), (1546, 'C'), (1101, 'E'), (1614, 'C'), (1737, 'B'), (730, 'H'), (1552, 'B'), (1560, 'D'), (1165, 'C'), (1616, 'C'), (1156, 'A'), (1682, 'C'), (1737, 'C'), (1559, 'D1'), (108, 'B'), (1753, 'A2'), (1195, 'C'), (1750, 'C'), (39, 'F'), (1516, 'B'), (1844, 'C'), (1555, 'B'), (1542, 'B'), (1621, 'B'), (1594, 'E1'), (1824, 'A'), (1606, 'C'), (1617, 'C'), (1106, 'B'), (1738, 'C'), (1628, 'A'), (472, 'B'), (1555, 'C'), (221, 'B'), (1466, 'D'), (1740, 'C'), (1736, 'C1'), (274, 'A'), (48, 'D'), (1561, 'B'), (1810, 'C'), (976, 'C'), (1176, 'C'), (1521, 'B'), (1612, 'C'), (1603, 'A'), (1746, 'C'), (1693, 'A'), (1451, 'C'), (1774, 'B'), (1561, 'C'), (1761, 'C'), (1285, 'B'), (1837, 'D'), (1725, 'G'), (1324, 'D'), (1574, 'C'), (1774, 'C'), (1864, 'C'), (1615, 'B'), (1457, 'C'), (1534, 'C'), (1602, 'C'), (1440, 'C1'), (1379, 'B'), (228, 'B'), (1842, 'C'), (1591, 'C'), (1553, 'B'), (1648, 'A'), (1870, 'C'), (798, 'B'), (1291, 'B'), (400, 'C'), (441, 'B'), (60, 'B'), (1804, 'C'), (864, 'C'), (1764, 'C'), (1753, 'A1'), (1647, 'C'), (496, 'C')}",129
CJ-zhuyifan,2554.0,Yes,"{(1649, 'C'), (1753, 'A1'), (1753, 'A2'), (1864, 'C'), (1573, 'B'), (1602, 'C'), (1863, 'D'), (1498, 'B'), (1555, 'B'), (1542, 'B'), (1842, 'C'), (1824, 'A'), (1868, 'A'), (1549, 'C'), (1604, 'C'), (1555, 'C'), (1804, 'C'), (1817, 'A'), (1830, 'A'), (1649, 'B')}",20
SegmentMaster,2539.0,Yes,"{(1551, 'C'), (1547, 'E'), (1842, 'C'), (1574, 'C'), (1559, 'D1'), (1547, 'D'), (1654, 'C'), (1830, 'A'), (1551, 'B2'), (1870, 'C'), (1673, 'C'), (1562, 'C')}",12
Never_Lose,2500.0,Yes,"{(1838, 'C'), (1864, 'C'), (1845, 'C'), (1790, 'E'), (1860, 'C'), (1839, 'C'), (1863, 'D')}",7
by_chance,2495.0,Yes,"{(441, 'C'), (359, 'B'), (1854, 'A1'), (1817, 'A'), (1746, 'C'), (1824, 'A'), (1864, 'C'), (414, 'B'), (1870, 'C'), (1630, 'A'), (1738, 'C'), (1615, 'B'), (1706, 'C'), (1602, 'C'), (1604, 'C'), (538, 'B'), (743, 'C')}",17
L7-56,2524.0,Yes,"{(304, 'B'), (264, 'B'), (1691, 'C'), (1746, 'C'), (1693, 'A'), (1638, 'C'), (1627, 'C'), (1726, 'C'), (1737, 'C'), (1605, 'C'), (1651, 'C'), (1684, 'C'), (1673, 'C'), (696, 'A'), (1753, 'A2'), (1750, 'C'), (1710, 'A'), (1864, 'C'), (1644, 'C'), (1621, 'B'), (1721, 'C'), (1594, 'E1'), (1670, 'C'), (1868, 'A'), (1648, 'A'), (250, 'B'), (1630, 'A'), (1738, 'C'), (1628, 'A'), (1634, 'B'), (1551, 'C'), (19, 'A'), (1817, 'A'), (1654, 'C'), (1698, 'C'), (1819, 'A'), (1667, 'A'), (1627, 'B'), (1753, 'A1'), (1551, 'B2'), (1737, 'B'), (1614, 'C'), (1647, 'C'), (670, 'C')}",44
windva,2630.0,Yes,"{(1560, 'D'), (1854, 'A1'), (1548, 'A'), (1691, 'C'), (1693, 'A'), (1649, 'C'), (1682, 'C'), (1726, 'C'), (1692, 'G'), (1774, 'B'), (1651, 'C'), (1649, 'B'), (1761, 'C'), (1753, 'A2'), (1650, 'D'), (1659, 'B'), (1538, 'F'), (1692, 'F'), (1750, 'C'), (1631, 'C'), (1629, 'C'), (1774, 'C'), (1864, 'C'), (1710, 'A'), (1644, 'C'), (1569, 'C'), (1844, 'C'), (1701, 'C'), (1659, 'C'), (1646, 'C'), (1842, 'C'), (1879, 'C'), (1868, 'A'), (1520, 'E'), (1870, 'C'), (1738, 'C'), (1634, 'B'), (1804, 'C'), (1696, 'C'), (1817, 'A'), (1654, 'C'), (1844, 'D'), (1830, 'A'), (1764, 'C'), (1753, 'A1'), (1647, 'C')}",46
