contestId,index,solvedCount
1852,A,N/A
1851,G,N/A
1851,F,N/A
1851,E,N/A
1851,D,N/A
1851,C,N/A
1851,B,N/A
1851,A,N/A
1850,H,N/A
1850,G,N/A
1850,F,N/A
1850,E,N/A
1850,D,N/A
1850,C,N/A
1850,B,N/A
1850,A,N/A
1849,F,N/A
1849,E,N/A
1849,D,N/A
1849,C,N/A
1849,B,N/A
1849,A,N/A
1848,F,N/A
1848,E,N/A
1848,D,N/A
1848,C,N/A
1848,B,N/A
1848,A,N/A
1847,F,N/A
1847,E,N/A
1847,D,N/A
1847,C,N/A
1847,B,N/A
1847,A,N/A
1846,G,N/A
1846,F,N/A
1846,E2,N/A
1846,E1,N/A
1846,D,N/A
1846,C,N/A
1846,B,N/A
1846,A,N/A
1845,F,N/A
1845,E,N/A
1845,D,N/A
1845,C,N/A
1845,B,N/A
1845,A,N/A
1844,H,N/A
1844,G,N/A
1844,F2,N/A
1844,F1,N/A
1844,E,N/A
1844,D,N/A
1844,C,N/A
1844,B,N/A
1844,A,N/A
1843,F2,N/A
1843,F1,N/A
1843,E,N/A
1843,D,N/A
1843,C,N/A
1843,B,N/A
1843,A,N/A
1842,I,N/A
1842,H,N/A
1842,G,N/A
1842,F,N/A
1842,E,N/A
1842,D,N/A
1842,C,N/A
1842,B,N/A
1842,A,N/A
1841,F,N/A
1841,E,N/A
1841,D,N/A
1841,C,N/A
1841,B,N/A
1841,A,N/A
1840,G2,N/A
1840,G1,N/A
1840,F,N/A
1840,E,N/A
1840,D,N/A
1840,C,N/A
1840,B,N/A
1840,A,N/A
1839,E,N/A
1839,D,N/A
1839,C,N/A
1839,B,N/A
1839,A,N/A
1838,F,N/A
1838,E,N/A
1838,D,N/A
1838,C,N/A
1838,B,N/A
1838,A,N/A
1837,F,N/A
1837,E,N/A
1837,D,N/A
1837,C,N/A
1837,B,N/A
1837,A,N/A
1836,B,N/A
1836,A,N/A
1835,F,N/A
1835,E,N/A
1835,D,N/A
1835,C,N/A
1835,B,N/A
1835,A,N/A
1834,F,N/A
1834,E,N/A
1834,D,N/A
1834,C,N/A
1834,B,N/A
1834,A,N/A
1833,G,N/A
1833,F,N/A
1833,E,N/A
1833,D,N/A
1833,C,N/A
1833,B,N/A
1833,A,N/A
1832,F,N/A
1832,E,N/A
1832,D2,N/A
1832,D1,N/A
1832,C,N/A
1832,B,N/A
1832,A,N/A
1831,B,N/A
1831,A,N/A
1830,F,N/A
1830,E,N/A
1830,D,N/A
1830,C,N/A
1830,B,N/A
1830,A,N/A
1829,H,N/A
1829,G,N/A
1829,F,N/A
1829,E,N/A
1829,D,N/A
1829,C,N/A
1829,B,N/A
1829,A,N/A
1828,B,N/A
1828,A,N/A
1827,F,N/A
1827,E,N/A
1827,D,N/A
1827,C,N/A
1827,B2,N/A
1827,B1,N/A
1827,A,N/A
1826,F,N/A
1826,E,N/A
1826,D,N/A
1826,C,N/A
1826,B,N/A
1826,A,N/A
1825,B,N/A
1825,A,N/A
1824,E,N/A
1824,D,N/A
1824,C,N/A
1824,B2,N/A
1824,B1,N/A
1824,A,N/A
1823,F,N/A
1823,E,N/A
1823,D,N/A
1823,C,N/A
1823,B,N/A
1823,A,N/A
1822,G2,N/A
1822,G1,N/A
1822,F,N/A
1822,E,N/A
1822,D,N/A
1822,C,N/A
1822,B,N/A
1822,A,N/A
1821,F,N/A
1821,E,N/A
1821,D,N/A
1821,C,N/A
1821,B,N/A
1821,A,N/A
1820,B,N/A
1820,A,N/A
1819,F,N/A
1819,E,N/A
1819,D,N/A
1819,C,N/A
1819,B,N/A
1819,A,N/A
1818,B,N/A
1818,A,N/A
1817,F,N/A
1817,E,N/A
1817,D,N/A
1817,C,N/A
1817,B,N/A
1817,A,N/A
1816,B,N/A
1816,A,N/A
1815,F,N/A
1815,E,N/A
1815,D,N/A
1815,C,N/A
1815,B,N/A
1815,A,N/A
1814,F,N/A
1814,E,N/A
1814,D,N/A
1814,C,N/A
1814,B,N/A
1814,A,N/A
1812,J,N/A
1812,I,N/A
1812,H,N/A
1812,G,N/A
1812,F,N/A
1812,E,N/A
1812,D,N/A
1812,C,N/A
1812,B,N/A
1812,A,N/A
1811,G2,N/A
1811,G1,N/A
1811,F,N/A
1811,E,N/A
1811,D,N/A
1811,C,N/A
1811,B,N/A
1811,A,N/A
1810,H,N/A
1810,G,N/A
1810,F,N/A
1810,E,N/A
1810,D,N/A
1810,C,N/A
1810,B,N/A
1810,A,N/A
1809,G,N/A
1809,F,N/A
1809,E,N/A
1809,D,N/A
1809,C,N/A
1809,B,N/A
1809,A,N/A
1808,E3,N/A
1808,E2,N/A
1808,E1,N/A
1808,D,N/A
1808,C,N/A
1808,B,N/A
1808,A,N/A
1807,G2,N/A
1807,G1,N/A
1807,F,N/A
1807,E,N/A
1807,D,N/A
1807,C,N/A
1807,B,N/A
1807,A,N/A
1806,F2,N/A
1806,F1,N/A
1806,E,N/A
1806,D,N/A
1806,C,N/A
1806,B,N/A
1806,A,N/A
1805,F2,N/A
1805,F1,N/A
1805,E,N/A
1805,D,N/A
1805,C,N/A
1805,B,N/A
1805,A,N/A
1804,H,N/A
1804,G,N/A
1804,F,N/A
1804,E,N/A
1804,D,N/A
1804,C,N/A
1804,B,N/A
1804,A,N/A
1802,B,N/A
1802,A,N/A
1801,G,N/A
1801,F,N/A
1801,E,N/A
1801,D,N/A
1801,C,N/A
1801,B,N/A
1801,A,N/A
1800,G,N/A
1800,F,N/A
1800,E2,N/A
1800,E1,N/A
1800,D,N/A
1800,C2,N/A
1800,C1,N/A
1800,B,N/A
1800,A,N/A
1799,H,N/A
1799,G,N/A
1799,F,N/A
1799,E,N/A
1799,D2,N/A
1799,D1,N/A
1799,C,N/A
1799,B,N/A
1799,A,N/A
1798,F,N/A
1798,E,N/A
1798,D,N/A
1798,C,N/A
1798,B,N/A
1798,A,N/A
1797,F,N/A
1797,E,N/A
1797,D,N/A
1797,C,N/A
1797,B,N/A
1797,A,N/A
1796,F,N/A
1796,E,N/A
1796,D,N/A
1796,C,N/A
1796,B,N/A
1796,A,N/A
1795,G,N/A
1795,F,N/A
1795,E,N/A
1795,D,N/A
1795,C,N/A
1795,B,N/A
1795,A,N/A
1794,E,N/A
1794,D,N/A
1794,C,N/A
1794,B,N/A
1794,A,N/A
1793,F,N/A
1793,E,N/A
1793,D,N/A
1793,C,N/A
1793,B,N/A
1793,A,N/A
1792,F2,N/A
1792,F1,N/A
1792,E,N/A
1792,D,N/A
1792,C,N/A
1792,B,N/A
1792,A,N/A
1791,G2,N/A
1791,G1,N/A
1791,F,N/A
1791,E,N/A
1791,D,N/A
1791,C,N/A
1791,B,N/A
1791,A,N/A
1790,G,N/A
1790,F,N/A
1790,E,N/A
1790,D,N/A
1790,C,N/A
1790,B,N/A
1790,A,N/A
1789,F,N/A
1789,E,N/A
1789,D,N/A
1789,C,N/A
1789,B,N/A
1789,A,N/A
1788,F,N/A
1788,E,N/A
1788,D,N/A
1788,C,N/A
1788,B,N/A
1788,A,N/A
1787,I,N/A
1787,H,N/A
1787,G,N/A
1787,F,N/A
1787,E,N/A
1787,D,N/A
1787,C,N/A
1787,B,N/A
1787,A,N/A
1786,B,N/A
1786,A2,N/A
1786,A1,N/A
1784,F,N/A
1784,E,N/A
1784,D,N/A
1784,C,N/A
1784,B,N/A
1784,A,N/A
1783,G,N/A
1783,F,N/A
1783,E,N/A
1783,D,N/A
1783,C,N/A
1783,B,N/A
1783,A,N/A
1781,H2,N/A
1781,H1,N/A
1781,G,N/A
1781,F,N/A
1781,E,N/A
1781,D,N/A
1781,C,N/A
1781,B,N/A
1781,A,N/A
1780,G,N/A
1780,F,N/A
1780,E,N/A
1780,D,N/A
1780,B,N/A
1780,A,N/A
1779,H,N/A
1779,G,N/A
1779,F,N/A
1779,E,N/A
1779,D,N/A
1779,C,N/A
1779,B,N/A
1779,A,N/A
1778,F,N/A
1778,E,N/A
1778,D,N/A
1778,C,N/A
1778,B,N/A
1778,A,N/A
1777,F,N/A
1777,E,N/A
1777,D,N/A
1777,C,N/A
1777,B,N/A
1777,A,N/A
1776,N,N/A
1776,M,N/A
1776,L,N/A
1776,K,N/A
1776,J,N/A
1776,I,N/A
1776,H,N/A
1776,G,N/A
1776,F,N/A
1776,E,N/A
1776,D,N/A
1776,C,N/A
1776,B,N/A
1776,A,N/A
1775,F,N/A
1775,E,N/A
1775,D,N/A
1775,C,N/A
1775,B,N/A
1775,A2,N/A
1775,A1,N/A
1774,H,N/A
1774,G,N/A
1774,F2,N/A
1774,F1,N/A
1774,E,N/A
1774,D,N/A
1774,C,N/A
1774,B,N/A
1774,A,N/A
1773,L,N/A
1773,K,N/A
1773,J,N/A
1773,I,N/A
1773,H,N/A
1773,G,N/A
1773,F,N/A
1773,E,N/A
1773,D,N/A
1773,C,N/A
1773,B,N/A
1773,A,N/A
1772,G,N/A
1772,F,N/A
1772,E,N/A
1772,D,N/A
1772,C,N/A
1772,B,N/A
1772,A,N/A
1771,F,N/A
1771,E,N/A
1771,D,N/A
1771,C,N/A
1771,B,N/A
1771,A,N/A
1770,H,N/A
1770,G,N/A
1770,F,N/A
1770,E,N/A
1770,D,N/A
1770,C,N/A
1770,B,N/A
1770,A,N/A
1769,D3,N/A
1769,D2,N/A
1769,D1,N/A
1769,C2,N/A
1769,C1,N/A
1769,B2,N/A
1769,B1,N/A
1769,A,N/A
1768,F,N/A
1768,E,N/A
1768,D,N/A
1768,C,N/A
1768,B,N/A
1768,A,N/A
1767,F,N/A
1767,E,N/A
1767,D,N/A
1767,C,N/A
1767,B,N/A
1767,A,N/A
1766,F,N/A
1766,E,N/A
1766,D,N/A
1766,C,N/A
1766,B,N/A
1766,A,N/A
1765,N,N/A
1765,M,N/A
1765,L,N/A
1765,K,N/A
1765,J,N/A
1765,I,N/A
1765,H,N/A
1765,G,N/A
1765,F,N/A
1765,E,N/A
1765,D,N/A
1765,C,N/A
1765,B,N/A
1765,A,N/A
1764,H,N/A
1764,G3,N/A
1764,G2,N/A
1764,G1,N/A
1764,F,N/A
1764,E,N/A
1764,D,N/A
1764,C,N/A
1764,B,N/A
1764,A,N/A
1763,F,N/A
1763,E,N/A
1763,D,N/A
1763,C,N/A
1763,B,N/A
1763,A,N/A
1762,G,N/A
1762,F,N/A
1762,E,N/A
1762,D,N/A
1762,C,N/A
1762,B,N/A
1762,A,N/A
1761,G,N/A
1761,F2,N/A
1761,F1,N/A
1761,E,N/A
1761,D,N/A
1761,C,N/A
1761,B,N/A
1761,A,N/A
1760,G,N/A
1760,F,N/A
1760,E,N/A
1760,D,N/A
1760,C,N/A
1760,B,N/A
1760,A,N/A
1759,G,N/A
1759,F,N/A
1759,E,N/A
1759,D,N/A
1759,C,N/A
1759,B,N/A
1759,A,N/A
1758,F,N/A
1758,E,N/A
1758,D,N/A
1758,C,N/A
1758,B,N/A
1758,A,N/A
1754,B,N/A
1754,A,N/A
1753,F,N/A
1753,E,N/A
1753,D,N/A
1753,C,N/A
1753,B,N/A
1753,A2,N/A
1753,A1,N/A
1750,H,N/A
1750,G,N/A
1750,F,N/A
1750,E,N/A
1750,D,N/A
1750,C,N/A
1750,B,N/A
1750,A,N/A
1749,F,N/A
1749,E,N/A
1749,D,N/A
1749,C,N/A
1749,B,N/A
1749,A,N/A
1748,F,N/A
1748,E,N/A
1748,D,N/A
1748,C,N/A
1748,B,N/A
1748,A,N/A
1747,E,N/A
1747,D,N/A
1747,C,N/A
1747,B,N/A
1747,A,N/A
1746,G,N/A
1746,F,N/A
1746,E2,N/A
1746,E1,N/A
1746,D,N/A
1746,C,N/A
1746,B,N/A
1746,A,N/A
1744,F,N/A
1744,E2,N/A
1744,E1,N/A
1744,D,N/A
1744,C,N/A
1744,B,N/A
1744,A,N/A
1743,G,N/A
1743,F,N/A
1743,E,N/A
1743,D,N/A
1743,C,N/A
1743,B,N/A
1743,A,N/A
1742,G,N/A
1742,F,N/A
1742,E,N/A
1742,D,N/A
1742,C,N/A
1742,B,N/A
1742,A,N/A
1741,G,N/A
1741,F,N/A
1741,E,N/A
1741,D,N/A
1741,C,N/A
1741,B,N/A
1741,A,N/A
1740,I,N/A
1740,H,N/A
1740,G,N/A
1740,F,N/A
1740,E,N/A
1740,D,N/A
1740,C,N/A
1740,B,N/A
1740,A,N/A
1739,F,N/A
1739,E,N/A
1739,D,N/A
1739,C,N/A
1739,B,N/A
1739,A,N/A
1738,H,N/A
1738,G,N/A
1738,F,N/A
1738,E,N/A
1738,D,N/A
1738,C,N/A
1738,B,N/A
1738,A,N/A
1737,G,N/A
1737,F,N/A
1737,E,N/A
1737,D,N/A
1737,C,N/A
1737,B,N/A
1737,A,N/A
1736,E,N/A
1736,D,N/A
1736,C2,N/A
1736,C1,N/A
1736,B,N/A
1736,A,N/A
1735,F,N/A
1735,E,N/A
1735,D,N/A
1735,C,N/A
1735,B,N/A
1735,A,N/A
1734,F,N/A
1734,E,N/A
1734,D,N/A
1734,C,N/A
1734,B,N/A
1734,A,N/A
1733,E,N/A
1733,D2,N/A
1733,D1,N/A
1733,C,N/A
1733,B,N/A
1733,A,N/A
1732,E,N/A
1732,D2,N/A
1732,D1,N/A
1732,C2,N/A
1732,C1,N/A
1732,B,N/A
1732,A,N/A
1731,F,N/A
1731,E,N/A
1731,D,N/A
1731,C,N/A
1731,B,N/A
1731,A,N/A
1730,F,N/A
1730,E,N/A
1730,D,N/A
1730,C,N/A
1730,B,N/A
1730,A,N/A
1729,G,N/A
1729,F,N/A
1729,E,N/A
1729,D,N/A
1729,C,N/A
1729,B,N/A
1729,A,N/A
1728,G,N/A
1728,F,N/A
1728,E,N/A
1728,D,N/A
1728,C,N/A
1728,B,N/A
1728,A,N/A
1726,H,N/A
1726,G,N/A
1726,F,N/A
1726,E,N/A
1726,D,N/A
1726,C,N/A
1726,B,N/A
1726,A,N/A
1725,M,N/A
1725,L,N/A
1725,K,N/A
1725,J,N/A
1725,I,N/A
1725,H,N/A
1725,G,N/A
1725,F,N/A
1725,E,N/A
1725,D,N/A
1725,C,N/A
1725,B,N/A
1725,A,N/A
1722,G,N/A
1722,F,N/A
1722,E,N/A
1722,D,N/A
1722,C,N/A
1722,B,N/A
1722,A,N/A
1721,F,N/A
1721,E,N/A
1721,D,N/A
1721,C,N/A
1721,B,N/A
1721,A,N/A
1720,E,N/A
1720,D2,N/A
1720,D1,N/A
1720,C,N/A
1720,B,N/A
1720,A,N/A
1719,C,N/A
1719,B,N/A
1719,A,N/A
1718,F,N/A
1718,E,N/A
1718,D,N/A
1718,C,N/A
1718,B,N/A
1718,A2,N/A
1718,A1,N/A
1717,F,N/A
1717,E,N/A
1717,D,N/A
1717,C,N/A
1717,B,N/A
1717,A,N/A
1716,F,N/A
1716,E,N/A
1716,D,N/A
1716,C,N/A
1716,B,N/A
1716,A,N/A
1715,F,N/A
1715,E,N/A
1715,D,N/A
1715,C,N/A
1715,B,N/A
1715,A,N/A
1714,G,N/A
1714,F,N/A
1714,E,N/A
1714,D,N/A
1714,C,N/A
1714,B,N/A
1714,A,N/A
1713,F,N/A
1713,E,N/A
1713,D,N/A
1713,C,N/A
1713,B,N/A
1713,A,N/A
1712,F,N/A
1712,E2,N/A
1712,E1,N/A
1712,D,N/A
1712,C,N/A
1712,B,N/A
1712,A,N/A
1711,B,N/A
1711,A,N/A
1710,E,N/A
1710,D,N/A
1710,C,N/A
1710,B,N/A
1710,A,N/A
1709,F,N/A
1709,E,N/A
1709,D,N/A
1709,C,N/A
1709,B,N/A
1709,A,N/A
1708,B,N/A
1708,A,N/A
1707,F,N/A
1707,E,N/A
1707,D,N/A
1707,C,N/A
1707,B,N/A
1707,A,N/A
1706,E,N/A
1706,D2,N/A
1706,D1,N/A
1706,C,N/A
1706,B,N/A
1706,A,N/A
1705,F,N/A
1705,E,N/A
1705,D,N/A
1705,C,N/A
1705,B,N/A
1705,A,N/A
1704,H2,N/A
1704,H1,N/A
1704,G,N/A
1704,F,N/A
1704,E,N/A
1704,D,N/A
1704,C,N/A
1704,B,N/A
1704,A,N/A
1703,G,N/A
1703,F,N/A
1703,E,N/A
1703,D,N/A
1703,C,N/A
1703,B,N/A
1703,A,N/A
1702,G2,N/A
1702,G1,N/A
1702,F,N/A
1702,E,N/A
1702,D,N/A
1702,C,N/A
1702,B,N/A
1702,A,N/A
1701,F,N/A
1701,E,N/A
1701,D,N/A
1701,C,N/A
1701,B,N/A
1701,A,N/A
1700,F,N/A
1700,E,N/A
1700,D,N/A
1700,C,N/A
1700,B,N/A
1700,A,N/A
1699,E,N/A
1699,D,N/A
1699,C,N/A
1699,B,N/A
1699,A,N/A
1698,G,N/A
1698,F,N/A
1698,E,N/A
1698,D,N/A
1698,C,N/A
1698,B,N/A
1698,A,N/A
1697,F,N/A
1697,E,N/A
1697,D,N/A
1697,C,N/A
1697,B,N/A
1697,A,N/A
1696,H,N/A
1696,G,N/A
1696,F,N/A
1696,E,N/A
1696,D,N/A
1696,C,N/A
1696,B,N/A
1696,A,N/A
1695,E,N/A
1695,D2,N/A
1695,D1,N/A
1695,C,N/A
1695,B,N/A
1695,A,N/A
1694,B,N/A
1694,A,N/A
1693,F,N/A
1693,E,N/A
1693,D,N/A
1693,C,N/A
1693,B,N/A
1693,A,N/A
1692,H,N/A
1692,G,N/A
1692,F,N/A
1692,E,N/A
1692,D,N/A
1692,C,N/A
1692,B,N/A
1692,A,N/A
1691,F,N/A
1691,E,N/A
1691,D,N/A
1691,C,N/A
1691,B,N/A
1691,A,N/A
1690,G,N/A
1690,F,N/A
1690,E,N/A
1690,D,N/A
1690,C,N/A
1690,B,N/A
1690,A,N/A
1689,E,N/A
1689,D,N/A
1689,C,N/A
1689,B,N/A
1689,A,N/A
1688,C,N/A
1688,B,N/A
1688,A,N/A
1687,F,N/A
1687,E,N/A
1687,D,N/A
1687,C,N/A
1687,B,N/A
1687,A,N/A
1686,B,N/A
1686,A,N/A
1685,E,N/A
1685,D2,N/A
1685,D1,N/A
1685,C,N/A
1685,B,N/A
1685,A,N/A
1684,H,N/A
1684,G,N/A
1684,F,N/A
1684,E,N/A
1684,D,N/A
1684,C,N/A
1684,B,N/A
1684,A,N/A
1682,F,N/A
1682,E,N/A
1682,D,N/A
1682,C,N/A
1682,B,N/A
1682,A,N/A
1681,F,N/A
1681,E,N/A
1681,D,N/A
1681,C,N/A
1681,B,N/A
1681,A,N/A
1680,F,N/A
1680,E,N/A
1680,D,N/A
1680,C,N/A
1680,B,N/A
1680,A,N/A
1679,F,N/A
1679,E,N/A
1679,D,N/A
1679,C,N/A
1679,B,N/A
1679,A,N/A
1678,B2,N/A
1678,B1,N/A
1678,A,N/A
1677,F,N/A
1677,E,N/A
1677,D,N/A
1677,C,N/A
1677,B,N/A
1677,A,N/A
1676,H2,N/A
1676,H1,N/A
1676,G,N/A
1676,F,N/A
1676,E,N/A
1676,D,N/A
1676,C,N/A
1676,B,N/A
1676,A,N/A
1675,G,N/A
1675,F,N/A
1675,E,N/A
1675,D,N/A
1675,C,N/A
1675,B,N/A
1675,A,N/A
1674,G,N/A
1674,F,N/A
1674,E,N/A
1674,D,N/A
1674,C,N/A
1674,B,N/A
1674,A,N/A
1673,F,N/A
1673,E,N/A
1673,D,N/A
1673,C,N/A
1673,B,N/A
1673,A,N/A
1672,I,N/A
1672,H,N/A
1672,G,N/A
1672,F2,N/A
1672,F1,N/A
1672,E,N/A
1672,D,N/A
1672,C,N/A
1672,B,N/A
1672,A,N/A
1671,F,N/A
1671,E,N/A
1671,D,N/A
1671,C,N/A
1671,B,N/A
1671,A,N/A
1670,F,N/A
1670,E,N/A
1670,D,N/A
1670,C,N/A
1670,B,N/A
1670,A,N/A
1669,H,N/A
1669,G,N/A
1669,F,N/A
1669,E,N/A
1669,D,N/A
1669,C,N/A
1669,B,N/A
1669,A,N/A
1668,B,N/A
1668,A,N/A
1667,F,N/A
1667,E,N/A
1667,D,N/A
1667,C,N/A
1667,B,N/A
1667,A,N/A
1666,L,N/A
1666,K,N/A
1666,J,N/A
1666,I,N/A
1666,H,N/A
1666,G,N/A
1666,F,N/A
1666,E,N/A
1666,D,N/A
1666,C,N/A
1666,B,N/A
1666,A,N/A
1665,E,N/A
1665,D,N/A
1665,C,N/A
1665,B,N/A
1665,A,N/A
1663,H,N/A
1663,G,N/A
1663,F,N/A
1663,E,N/A
1663,D,N/A
1663,C,N/A
1663,B,N/A
1663,A,N/A
1662,O,N/A
1662,N,N/A
1662,M,N/A
1662,L,N/A
1662,K,N/A
1662,J,N/A
1662,I,N/A
1662,H,N/A
1662,G,N/A
1662,F,N/A
1662,E,N/A
1662,D,N/A
1662,C,N/A
1662,B,N/A
1662,A,N/A
1661,F,N/A
1661,E,N/A
1661,D,N/A
1661,C,N/A
1661,B,N/A
1661,A,N/A
1660,F2,N/A
1660,F1,N/A
1660,E,N/A
1660,D,N/A
1660,C,N/A
1660,B,N/A
1660,A,N/A
1659,F,N/A
1659,E,N/A
1659,D,N/A
1659,C,N/A
1659,B,N/A
1659,A,N/A
1658,F,N/A
1658,E,N/A
1658,D2,N/A
1658,D1,N/A
1658,C,N/A
1658,B,N/A
1658,A,N/A
1657,F,N/A
1657,E,N/A
1657,D,N/A
1657,C,N/A
1657,B,N/A
1657,A,N/A
1656,I,N/A
1656,H,N/A
1656,G,N/A
1656,F,N/A
1656,E,N/A
1656,D,N/A
1656,C,N/A
1656,B,N/A
1656,A,N/A
1654,H,N/A
1654,G,N/A
1654,F,N/A
1654,E,N/A
1654,D,N/A
1654,C,N/A
1654,B,N/A
1654,A,N/A
1651,F,N/A
1651,E,N/A
1651,D,N/A
1651,C,N/A
1651,B,N/A
1651,A,N/A
1650,G,N/A
1650,F,N/A
1650,E,N/A
1650,D,N/A
1650,C,N/A
1650,B,N/A
1650,A,N/A
1649,B,N/A
1649,A,N/A
1648,F,N/A
1648,E,N/A
1648,D,N/A
1648,C,N/A
1648,B,N/A
1648,A,N/A
1647,F,N/A
1647,E,N/A
1647,D,N/A
1647,C,N/A
1647,B,N/A
1647,A,N/A
1646,F,N/A
1646,E,N/A
1646,D,N/A
1646,C,N/A
1646,B,N/A
1646,A,N/A
1644,F,N/A
1644,E,N/A
1644,D,N/A
1644,C,N/A
1644,B,N/A
1644,A,N/A
1642,B,N/A
1642,A,N/A
1641,F,N/A
1641,E,N/A
1641,D,N/A
1641,C,N/A
1641,B,N/A
1641,A,N/A
1639,K,N/A
1639,J,N/A
1639,I,N/A
1639,H,N/A
1639,G,N/A
1639,F,N/A
1639,E,N/A
1639,D,N/A
1639,C,N/A
1639,B,N/A
1639,A,N/A
1638,F,N/A
1638,E,N/A
1638,D,N/A
1638,C,N/A
1638,B,N/A
1638,A,N/A
1637,H,N/A
1637,G,N/A
1637,F,N/A
1637,E,N/A
1637,D,N/A
1637,C,N/A
1637,B,N/A
1637,A,N/A
1635,F,N/A
1635,E,N/A
1635,D,N/A
1635,C,N/A
1635,B,N/A
1635,A,N/A
1634,F,N/A
1634,E,N/A
1634,D,N/A
1634,C,N/A
1634,B,N/A
1634,A,N/A
1633,F,N/A
1633,E,N/A
1633,D,N/A
1633,C,N/A
1633,B,N/A
1633,A,N/A
1632,E2,N/A
1632,E1,N/A
1632,D,N/A
1632,C,N/A
1632,B,N/A
1632,A,N/A
1631,B,N/A
1631,A,N/A
1630,F,N/A
1630,E,N/A
1630,D,N/A
1630,C,N/A
1630,B,N/A
1630,A,N/A
1629,B,N/A
1629,A,N/A
1628,F,N/A
1628,E,N/A
1628,D2,N/A
1628,D1,N/A
1628,C,N/A
1628,B,N/A
1628,A,N/A
1627,F,N/A
1627,E,N/A
1627,D,N/A
1627,C,N/A
1627,B,N/A
1627,A,N/A
1626,F,N/A
1626,E,N/A
1626,D,N/A
1626,C,N/A
1626,B,N/A
1626,A,N/A
1625,E2,N/A
1625,E1,N/A
1625,D,N/A
1625,C,N/A
1625,B,N/A
1625,A,N/A
1624,G,N/A
1624,F,N/A
1624,E,N/A
1624,D,N/A
1624,C,N/A
1624,B,N/A
1624,A,N/A
1623,E,N/A
1623,D,N/A
1623,C,N/A
1623,B,N/A
1623,A,N/A
1622,F,N/A
