Handle,Max Rating,Result
foammm,2703,
shiomusubi496,2701,No
Kite_kuma,2699,
Farhod_Farmon,2976,
RDDCCD,2696,
Lynkcat,2694,No
qwerty787788,3038,
grass8sheep,2689,No
risujiroh,2857,
Nachia,2764,
BigBag,2864,
Morphymorphymorphy,2688,
soltanbh,2716,
cljq_cpp,2673,No
jacynkaa,2754,
AndreySergunin,2997,
_Diu_,2703,No
Potassium,2724,
kevinxiehk,2706,
AmirAli-Asgari,2660,Yes
Pyqe,2994,
AlternatingCurrent,2852,
chinerist,2698,
dingdingsb,2655,No
paul2008,2655,Yes
AmazingTalker_Frank,2650,No
Isoeasy,2771,
StarSilk,2649,Yes
JCY_,2648,No
KroosTheKeenGlint,2710,No
newbie__wrz,2643,No
milisav,2682,
Alon-Tanay,2639,No
_Peter_,2765,
Keshi,2638,
-14,2785,
Toxel,2901,
Brovko,2894,
forever_lose,2705,No
_su1sen,2722,No
wygzgyw,2625,
jiangbowen,2631,No
ooOAM,2617,
Snow-Flower,2768,
Denisov,2613,
SomethingNew,2888,
Salley-Garden,2611,
cabbit,2938,
Temotoloraia,2867,
le0n,2680,No
fengzhengwei,2773,
KLPP,2635,
fengqiyuka,2607,No
tfg,2841,
_Guoyh_,2601,
emthrm,2771,
umbrella-leaf,2600,No
Karuna,2655,
ofrankel,2596,No
Adam_GS,2719,No
alvingogo,2747,No
rniya,2645,
natofp,2646,
zidder,2586,
se1ka2,2675,
GeZhiyuan,2582,No
jdurie,2705,
Xylenox,2761,
maxplus,2637,
xuanxuan001,2577,No
fallleaves07,2754,No
GoatMessi30,2574,No
natsugiri,2960,
Xellos,2865,
Sulfox,2833,
Rafi22,2567,
S2speed,2866,No
nvmdava,2563,
namelessgugugu,2562,
TheScrasse,2689,
BucketPotato,2592,
do_while_true,2560,Yes
dog_of_Nesraychan,2599,Yes
icecuber,2852,
LogHorizon,2673,
xiachong,2557,No
kizen,2595,
felys,2671,No
lmlmlm,2553,No
Dominater069,2552,
yuanhaowei,2551,Yes
Sert,2653,
Andreasyan,2686,
JoesSR_,2628,
cqbzdj,2547,Yes
platter,2595,
bashkort,2582,
Iztrx,2660,No
riano_,2565,Yes
physics0523,2700,
pooty,2571,No
stkwill,2808,No
Ronnie007,2542,
tiger2005,2538,
Rewenix,2534,
reedef,2549,
bilibilitdasc,2642,Yes
KrK,2810,
TheLuminousSky,2529,Yes
cxm1024,2529,No
yangster67,2568,No
sevlll777,2549,
maomao90,2565,Yes
AI_COre,2521,
fastmath,2729,
Peti,2520,
Ra16bit,2742,
bthero,2625,No
gabrielwu,2818,
chen_zexing,2575,
triple__a,2624,
Alfalfa_w,2516,
PEIMUDA,2665,No
dengtingyu,2512,No
AliShahali1382,2916,
lightseba,2509,
Sorting,2570,
JeanBombeur,2566,No
amano_hina,2506,No
CJ-zhuyifan,2554,Yes
Tony2_CF,2557,No
mtsd,2879,
Kude,2646,No
SegmentMaster,2539,Yes
jtnydv25,2675,
Never_Lose,2500,Yes
yyyyxh,2499,No
10circle,2498,No
zihouzhong,3109,
TeaPot,2849,
Warriors_fsy,2602,
H_stove,2512,No
by_chance,2495,Yes
APJifengc2,2493,No
_Serge_,2492,
chenxiaoyan,2866,
0wuming0,2647,
PEKKA_c,2490,No
PEKKA_l,2490,No
leaf1415,2727,
Leilaqwq,2504,No
lambert0704,2489,
mraron,2489,
L7-56,2524,Yes
Otomochi_Una,2504,No
kyo20111,2487,
AFewSun,2486,No
windva,2630,Yes
vgtcross,2508,Yes
A_zjzj,2522,No
OIerkzc_love_10circle,2483,No
no_dream,2481,Yes
al3xstr33t,2625,
olmrgcsi,2604,
AmShZ,2603,
iakovlev.zakhar,2662,
cxaphoenix,2532,
JovanB,2641,
Kazumin,2495,No
ThreeIsFeewo,2571,No
asdsasd,2788,
rama_pang,2866,
andrei_boaca,2472,
W4P3R,2578,
fuyutsuki,2494,
Enchom,2630,
RobeZH,2716,
siganai,2490,No
zltzlt,2464,No
Barichek,2768,
Dorost,2602,No
SingerInTheLastPhase,2463,No
zhouhuanyi,2463,
KevinYao,2462,No
Omer223,2461,
amongussssiuuu,2459,No
busamate,2459,
khuepr123,2680,No
Jacob,2621,
filibuster,2556,
zhylj,2615,
H8_8Q,2525,No
yaoxi,2597,
BARBARIANNNNN,2452,No
TKT_YI,2500,No
zhangjianjuncd,2452,No
Kratrissa,2525,No
GusterGoose27,2448,No
anpoli99,2624,No
ALILILILILI-KHAN,2590,
DeadlyPillow,2506,
ExplodingKonjac,2445,Yes
N_z__,2460,No
hyforces,2492,
VladProg,2605,
atodo,2543,
est_stella,2668,
installb,2472,
Kaitokid,2520,
irkstepanov,2691,
torisasami,2654,
Anonymous_Noob,2563,
Elizabeth_Liones,2442,No
feeder1,2653,
flashmt,2598,
hokarikanae,2440,No
sbzhangjianjun,2447,No
xianboyu,2580,No
leinad2,2542,No
pzrpzr,2440,No
haruki_K,2685,
locsey,2436,No
LuCpp,2462,No
Fido_Puppy,2429,No
qq_orange,2429,No
scanhex,2802,
Door_Dark_We,2427,
magnus.hegdahl,2427,
relyt871,2448,No
ymjer,2565,No
ace5,2547,
WH6BNNS,2572,Yes
EMBailey,2427,No
Daniel777,2420,Yes
EasonTAO,2420,
Flew,2418,Yes
uwu,2567,
cuom1999,2506,
dogEW,2412,No
mumu.,2413,
ttttan,2534,
Rafbill,2988,
znstz_2210QaQ,2459,No
EnAnimant,2726,
Cocoly1990,2408,No
jucason_xu,2429,No
Marckess,2681,
Valera_Grinenko,2403,
dsgrekova2,2531,No
fuppy,2675,
Timsei,2497,
Misericorde,2559,
cryozwq,2403,No
ytkn,2572,
w0nsh,2638,
Legitimity,2501,Yes
Redpojoe,2393,
Forested,2644,Yes
sangonomiya_kokomi,2404,No
Be_dos,2527,
_Eclipse_,2390,No
DeMen100ns,2390,Yes
TeasingMaster,2440,No
ialakhtin,2438,
JJLeo,2617,
Lou_Sassle,2388,No
valeriu,2388,
Nero,2550,
Septimelon,2666,
Unlimited_zero,2393,
Flamire,2569,
hydro-bot3,2386,No
wdnmdwrnmmp,2386,Yes
Tutis,2590,
Yellow_Submarine01,2384,No
Purslane,2382,No
TsumikiMikan,2382,No
limanjun,2449,
toam,2568,No
DitaMirika,2398,No
MateoCV,2522,
bkdn23.baojiaopisu,2514,No
red_tree,2379,No
Misono_Mika,2378,No
-is-this-fft-,2645,
Natsuzora,2387,No
Akulyat,2702,
Tlatoani,2892,
Everule,2610,
aibark,2550,
2077nirundong,2373,No
MrBrionix,2464,
hhhgjyismine,2473,No
ggawryal,2381,
2018LZY,2444,
IceYukino,2443,No
KumaTachiRen,2414,No
MridulAhi,2562,Yes
minato,2526,
tengrist,2367,No
FelixMP,2370,
antonis.white,2382,No
sephrys,2465,
Faruzan,2365,No
forxen,2365,
SeiunSky,2415,
CFM_LOVE_ETK,2362,No
lichenghan,2360,
DylanSmith,2391,
SmolBrain,2389,Yes
XZC__Bobby,2366,Yes
yogahmad77,2532,
BraveXuZhiJieGoGoGo,2356,No
Trump_Constructs_China,2494,No
arnold518,2505,
EnEm,2690,
Theo830,2385,No
queen,2352,
foolishgoat,2460,No
zyxoi,2350,
induk_v_tsiane,2349,No
fzw,2348,
mickey080929,2405,No
Leasier,2434,
lebarelue,2347,No
wangyian2022,2346,Yes
Zeardoe,2346,
using233,2344,
Onjo,2425,
cai_lw,2371,
ZCKevin,2514,
happy.potato,2395,
darnley,2579,
IceKnight1093,2380,
Zhouershan,2339,Yes
chro4896,2439,No
juliany2,2471,
OdtreePrince,2427,
panyaoyu1999,2338,No
MiracleMaMa,2337,No
Zan,2337,No
noya2,2487,
RGB_ICPC3,2402,
HuaJun,2531,
Aleks5d,2683,No
hxhhxh,2331,
zlxFTH,2331,No
darkkcyan,2546,
Elibay,2377,
liqingyang,2328,No
D_F_S,2327,No
hypergraph_coloring,2463,
Mitsushima_Hikari,2326,No
chaeyihwan,2634,No
bronze_coder,2337,
Dalembert,2571,No
Mapakaka,2319,Yes
Retired_Isaunoya,2319,
czjxyz,2339,
HOLlC,2376,
dimss,2317,Yes
..vince,2489,
cebolinha,2316,No
slenbol,2391,Yes
wrhaco,2316,
Bucketsmith,2358,
gubeiqg,2315,
PolarFlea,2600,
_LeMur_,2437,
maximumSHOT,2640,
phoenix0423,2314,No
trainwithoutpain,2484,No
wh2005,2401,
zwh2008,2337,No
HappyPacMan,2350,No
becaido,2352,No
i8d,2400,Yes
libobil,2311,
aymanriadsolh,2310,
dancho,2434,
isaachew,2310,No
yydtq,2360,
JavierN,2354,
SGColin,2309,
UnstoppableChillMachine,2540,
t0mmyn,2309,No
cmk666,2361,No
1021839,2348,
RNS_KSR,2306,No
zzpcd,2306,
paula,2500,
Ricki_White,2311,No
Gassa,2581,
Lskkkno3,2328,
Kai-HavertZ,2302,Yes
Liuxizai,2301,No
dyppp,2340,No
zkou,2322,No
Speed_Forces,2300,No
Ilya_MSU,2605,
tujunbo,2298,No
yutabi,2298,
andreystefanov,2297,No
CSHwang,2371,
FengLing,2296,No
User_Carrot,2296,No
i209M,2306,No
1437vszombies,2359,No
KDVinit,2411,
Suda,2301,No
awoo,2709,
ethening,2423,
Gorgo,2306,
TimeEmergency,2293,
sayo,2420,
Kaey,2487,
chenyanbo,2544,
qiliangzhe,2361,No
DeaphetS,2340,
TQX,2385,Yes
oscar1f,2291,No
5sb,2294,
PaperCloud,2290,
krzysztov,2290,
yeminghan,2290,No
Coreopsis,2289,No
DimmyT,2288,
Hyperbolic,2572,
zaq1xsw2tktk,2442,
Anakamira,2325,
NKheyuxiang,2286,No
marat.snowbear,2453,
ParsaDox,2285,
_saileach_,2285,Yes
Ant_Man,2527,
LMydd0225,2284,Yes
amsen,2439,
BreakPlus,2283,No
jefrai,2455,
ACOIer,2282,No
Multiplicative,2287,No
tnowak,2544,
wutongchun,2345,
JeffreyLC,2465,
__Misuki,2281,
hamamu,2327,
houzhe,2358,
FrenkiedeJong21,2356,
jinqihao2026,2364,No
max67,2280,
-1e11,2292,
Tringmo,2299,
tallbee23,2282,Yes
rt3,2364,
Sirantic,2276,No
TahmKench,2295,
serotonin,2398,
yyf_0404,2284,
Beelzebub_blue,2303,
Star32,2275,No
Fortitude,2367,
faustaadp,2394,
patou,2274,No
Gediminas,2427,
socho,2356,
satyam343,2340,No
-0v0-,2270,No
hyman00,2319,
LTL_td,2317,
EmeraldBlock,2328,No
Riblji_Keksic,2287,Yes
YuJiahe,2268,No
dannyboy20031204,2366,
Lawali,2525,
MediocreSouris,2267,Yes
RGB_ICPC9,2266,No
jhzjk,2403,
vito1036,2281,
AbdelmagedNour,2275,No
jason_sun,2287,No
harinboy,2328,No
wangzhe_290477,2263,No
zse,2320,No
ungray,2262,No
bdzzj,2367,No
Feynn,2260,Yes
Fidisk,2282,
Morley,2259,No
oursaco,2298,No
Onolt_kh,2337,No
Changyu,2481,
Kidulthood,2255,No
muratt,2732,
meOwO,2384,Yes
Kochou_Shinobu,2253,No
ganeid,2276,No
kymmykym,2253,
txl16211,2279,No
YangWithin,2253,No
milizeshousan,2252,No
BirthdayParadox,2251,
Turkhuuu,2301,Yes
applese,2497,
Geobiyye,2313,
Mdominykas,2305,
ivatopuria,2318,
knightL,2634,
sg0071729,2322,No
yyyyxh329,2315,No
b6e0,2304,
SanguineChameleon,2278,No
pandaforever,2254,Yes
Hakiobo,2408,
Lucky-Xiang,2253,No
Sedmoklasnikut,2276,
TrivialMan,2444,
ballad,2244,No
c.young_sb,2305,No
fzx,2244,Yes
HNO2,2357,
Raiden,2304,
sammyuri,2242,No
2337559178,2302,
steven.novaryo,2276,
Darren0725,2242,No
GrandSouris,2241,No
TolyaHo,2277,Yes
schrodingerstom,2239,No
JohnVictor,2238,
hjcafaroUC,2238,No
shiven,2370,
flytime,2285,No
lucasxia01,2350,
nifeshe,2275,No
DisconnectedGraph,2241,
karinohito,2313,Yes
udhavvarma03,2251,No
Frank_DD,2330,No
aryanc403,2452,
lddlinan,2273,
Grzmot,2270,
lexiyvv,2412,
szb,2507,
albatross_errantia,2326,
dyukha,2265,
Hypercube07,2302,
Routec,2239,Yes
zha0yp,2231,No
ErdemKirez,2607,
FEDIKUS,2261,
fork,2335,No
pavement,2511,
VladaMG98,2460,
YoshikaMiyafuji,2445,
xioxio,2242,
superyijin,2227,No
tarjen,2337,No
Olerinskiy,2378,Yes
QMG_link,2232,
RGB_ICPC8,2226,No
Sakuyalove,2226,
ttamx,2226,Yes
-2x9_21-,2225,
Superposition,2315,
demian123,2225,No
kefaa,2606,
wkoo,2225,No
Harry27182,2302,Yes
komsomolsk,2224,No
lvkaiyi0811,2224,Yes
VesselinMarkovich,2223,No
brobat,2350,No
syx2567,2223,No
YunQian,2235,
rainy-day,2288,No
MIKEFENG,2282,No
WLZ,2221,
YouKn0wWho,2412,
HHY_zZhu,2220,
leihonglongyin,2220,No
Iratis,2254,No
jeff252,2233,No
Ali.Kh,2680,
DLUT_Zeratul,2274,
EFX,2218,No
Kieray,2250,No
cfhj,2275,
onufryw,2237,
Huyum_nik_fan,2249,
apoorv_me,2401,
cpchenpi,2217,Yes
Giselus,2255,
Xaxixin,2330,
misorin,2361,No
shobonvip,2394,No
alexwice,2333,
andrei_iorgulescu,2215,
czyarl,2306,
dbsic211,2302,
yzz162534,2215,No
BlackAnt,2326,
ClHg2,2411,Yes
UnoK,2214,
MtSaka,2291,No
gxj114514,2304,
h_squared,2222,Yes
sakurasonic,2213,Yes
zacharychao,2275,
yaufung,2330,
fmota,2595,
johannesk,2359,
KoreaL2KStRiKe,2209,
ToniB,2290,No
chenzhe_,2209,Yes
servants,2209,Yes
zlc1114_v2,2346,
Renauga,2256,Yes
Peter-007,2205,Yes
lotusblume,2366,
udon1206,2319,No
DAV3R,2204,
chuchu,2237,Yes
do_while_not_false,2204,No
1kri,2203,
Timur2006,2203,
verjun,2274,No
Drice,2333,
ExpertHunter,2202,
Terryjoy,2202,
YxqK,2354,
ahihi1234,2211,Yes
fast_photon,2202,Yes
suta,2283,
18985012367,2207,
Alfeh1,2252,Yes
CommandMaster,2201,
MattTheNub,2288,
NegaTeeF,2426,
do_while_not_not_true,2201,
HaccerKat,2242,No
WGYHMFkZyA02,2200,
__sleep,2395,Yes
manizare,2297,No
tobias.glimmerfors,2375,
ebi_fly,2199,
Maruzensky,2223,No
ha___il,2220,No
LittleTB,2269,
Tima,2506,
ahoraSoyPeor,2288,
kiranraj.kkb,2197,
nkwn,2197,No
platypus179,2482,
leexzq,2223,No
quan7929,2196,
HHH666666,2195,Yes
Nisanth,2292,
Spitfire_F_Mk_24,2197,
omeganot,2395,No
i209m123,2193,No
kaikey,2244,
vaaven,2361,
Andrei_ierdnA,2191,No
Imdie,2240,
_akasi,2226,No
anil9717,2317,
Good_WeekDay_,2206,
Kira_1234,2512,
Monarchuwu,2217,
The_way_to_Rome,2271,Yes
AzusaCat,2189,No
JYJin,2236,No
Phantom_Performer,2212,No
bkdn23.vodacbaoan,2189,
culver0412,2189,Yes
leo020630,2302,
Sugarii,2390,
WonderfulWhale,2188,
ZPAYAUR,2188,
__shaun_0124,2347,
cnyzz,2226,
qzr_,2190,Yes
DippleThree,2233,
yzy1,2186,No
jurao,2246,
Jerry__Jiang,2184,
MemoryEfficientCode,2184,No
Msstt,2184,
Mtaylor,2267,
RP-1,2246,Yes
joww,2243,
pring,2193,Yes
tofudra,2183,
yoav_s,2183,No
avi0000,2236,No
ligaydima,2342,
wenkaijie,2265,
Aldas25,2235,
Teja-Smart,2248,No
HCPS42,2348,
YYYLLL2021,2179,No
lorenzoferrari,2202,
Edlue,2332,No
GrishaIvanenko,2268,
Nika_Tamliani,2287,
_Komorebi_,2177,
abcpony,2177,Yes
mihleonid,2236,
miss_robot,2177,
zhaoyp_,2177,No
Lerpin,2199,
tedi_2.0,2275,No
VHTung,2267,
dumb_boi,2175,No
EJIC_B_KEDAX,2263,No
TimonKnigge,2528,
like_a_dream,2174,Yes
DCH233,2173,No
jacobtpl,2380,
shadow9236,2201,
akua,2177,
Lain,2325,
TwoFx,2381,
psruk,2283,
ATM12345,2402,
sysulby,2269,
tiinpeng,2269,
wyrqwq,2228,No
AQil,2391,No
MvKaio,2208,
Pompeii,2291,No
catforces,2277,
gmusya,2382,
lmqzzz,2383,
wangyz96,2169,No
TooTrashyToCompete,2210,
_chroneZ,2168,No
KNB.,2479,
Linx,2298,No
duck_pear,2230,No
__chtholly__,2180,No
aryan12,2222,No
mwzqwq,2186,No
DJ2006,2292,
NaOH_Frog,2399,
depr13y0,2403,
Atekichan,2164,Yes
IsaacMoris,2359,
Setsuna,2257,No
little_brush,2399,
myst-6,2164,No
EndlessDreams,2237,No
HaPpY__1,2163,No
Qsauce,2196,
apilat,2222,No
vbobrov,2187,
CoDeRoK,2232,
Haa,2340,
Kaibad,2302,
Master--when,2293,
Yugi.Hacker,2162,No
kondasujay2,2164,No
T4M0FEY,2239,
Wansur,2161,No
gloria_mundi,2234,No
jiangtaizhe001,2199,
kiritan,2226,
ssk4988,2161,Yes
whdywjd,2165,
Badint,2205,
Blitztage,2171,No
TearsFreeze,2287,
Ynoi,2177,
fs20091003,2160,
Perpetually_Purple,2351,No
Psychotic_D,2347,No
de_while_que,2159,
IZOI,2158,No
jhhope1,2399,
mr.kolya,2175,
xiaruize,2211,
yagoo,2158,
Gellertke,2223,
MikhailKapitov,2181,
buihoatchuyenhv,2183,No
for_sx_e_1,2157,
vegetable_he,2157,No
Ferume,2281,
JagguBandar,2235,Yes
Wolam,2215,
clonemasteruwu,2243,No
mban259,2306,
CCSU_DZX,2155,Yes
JOliva,2217,
MnTm,2204,
Yunlong_Li,2248,
awesomeguy856,2155,
pac-man21,2172,
rickbaishuak,2235,
CodigoL,2391,
Z_i_X,2154,No
golions,2184,
lamduybao03,2154,No
1234huang,2153,
KKT_89,2269,
SecondThread,2675,
taran_1407,2315,
Error-42,2208,
Faccirx,2184,No
Mirali7,2212,No
Su_Zipei,2233,No
lg_zhou,2185,
2018liuzhiyuan,2313,
ForwardJ,2226,
N.N_2004,2327,
keyurchd_11,2168,
John_zyj,2155,
LskkknoAce,2149,
OIerGegu1019,2204,No
_Wallace_61430,2334,
hopsfb,2232,
parkky,2184,
tredsused70,2149,Yes
EvgenKarpov,2181,
jaewoo2009,2208,No
kaori1,2159,No
surajchip2,2148,
Proofy,2147,
Riladavin,2224,No
Antichain,2146,No
DanielW48,2291,Yes
Lucina,2327,
Prostoegor239,2399,
cqbzly,2256,No
ilia-ivanov,2224,
Alfeh2,2145,
HaPpY1213,2159,Yes
Wael_Zaiback,2153,
cyaegha,2145,
yingxue,2181,
zuishuai,2145,No
ApproachingStorm,2211,No
gingers,2222,
huxch135,2184,
123ZDQ,2202,
Gheal,2324,
Phantom_Deluxe,2204,
tinca_matei,2338,
Wall_breaker,2206,
amirhoseinfar1385,2309,No
AlexanderL,2302,
WaterColor2037,2383,
apgpsoop,2158,
eiruty,2276,No
silv723,2141,
yangjl,2218,Yes
Hosen_ba,2140,
Jonas01234500,2140,No
Vectors_Master,2261,
coconut99,2140,
nana7mi_channel,2174,
Fuzen527,2242,
Nanani,2253,
Yuki726,2287,
tonegawa,2271,
WCG,2386,
BIT_smzzl,2144,
Othinus,2137,No
PBX_1,2158,Yes
dahoon46,2137,
dengziyue,2182,No
pavlekn,2457,
piyush_pransukhka,2199,Yes
EasyRed29,2210,
RGB_ICPC4,2247,No
arvindr9,2298,
czhang2718,2281,No
Abdulrahman27,2180,No
Lavine,2180,
Roll_Num_56,2242,
Wielomian,2382,
ub33,2343,
-Complex-,2162,No
AhmedEzzatG,2148,No
Air_Wind,2134,No
Alihan_8,2200,No
Irmuun.Ch,2348,No
Luminolic_Black,2134,No
tietui77,2134,No
yukai,2134,No
AmirrzwM,2233,No
Genius_dream,2171,No
_Ezreal,2177,No
east1016,2185,
magnified,2501,
qwqFomalhaut,2133,No
MarcosK,2288,
n0sk1ll,2239,
nukelauncher,2149,
GoogleBot,2260,
ParsaS,2327,Yes
myoi0905,2131,
penguin133,2131,No
thecold,2169,
zepto,2131,No
Boboge,2288,
Jimanbanashi,2528,
lyx123886a123886,2171,
CharlesWuQiushi,2190,No
SmoggingSpun,2129,
pog,2141,No
AlinLoh420,2128,No
MistZero2,2128,
ZhouYuHang,2155,No
baijiaohu,2128,Yes
henry-tb,2196,
ht_Z,2128,Yes
konb1,2176,
lsantire,2328,
lunchbox,2302,
status_coding,2192,
zyc070419,2127,No
Lylova,2196,
Markellonchik,2363,No
Tobo,2238,
Capps,2125,No
Vladithur,2400,
gortomi,2125,No
tatata96,2235,
Eurlo,2124,No
RedMind,2326,
Temmie,2419,
komite,2124,No
sgweo8ys,2124,No
ciuim,2123,Yes
pty6666,2236,No
369Pai,2122,No
DJRzjl,2175,
DimonKrutoi,2220,Yes
GoatTamer,2231,
ScarletS,2197,No
someone__,2177,
Cipherxzc,2151,No
Luna_Sakurakouji,2185,
NemanjaSo2005,2195,
bcollet,2268,
edogawa_something,2121,
great_fortune,2241,
CYYsOPaccount,2120,
IvanBorquez,2136,
LordVoIdebug,2292,
bcyjtyl,2120,
imtore,2203,No
zbceyond,2128,
Agnus,2174,
cqbzhfxzj,2119,
hhhyh,2119,Yes
yanghanyv,2119,No
Mmtdp7476,2118,
Swishy123,2118,
brothernumb2002,2118,No
kIee,2237,
CN_Air.,2129,
Hammer,2117,
Hemose,2237,
Sai_t,2117,
Sparkle_ZH,2139,
dabbler1,2134,No
kidw0124,2169,
pasa3232,2195,
scli_kjh,2117,
DaNeK0201,2155,Yes
VLamarca,2404,
ast123,2116,Yes
ikrpprppp,2292,
ooaa,2320,
suisdavid,2209,Yes
szdytom,2124,
0e4ef622,2115,No
MAKMED1337,2401,
TP-LINK-1,2118,No
kuticpcer,2145,No
makrav,2226,
LeXuanSon,2114,Yes
gaoyucheng,2114,
tttyyylll,2114,No
HalfQuark,2273,
Mustang98,2484,
N00BGH0ST,2113,No
SK1PY,2113,
Alx,2127,
Leonidas,2297,
Oscaryang,2112,No
dai,2404,
firi.,2327,
_FJqwq,2111,No
makcvim,2149,
retired_user,2112,No
AceIn,2244,
ComplexPug,2368,
Suwan,2290,No
TKORT,2119,No
afuafu,2171,Yes
qsmcgogo,2247,
robertoeugenio,2110,No
suzhen,2208,No
ButterflyDew,2374,
alex.kudryashov,2109,
hata_saa,2109,No
houren,2167,Yes
ImmortaLimit,2108,
KennyD,2188,
vladmart,2307,
Rotting,2107,No
Vser_Carrot,2107,
jeff_qi,2199,
prairie2022,2115,Yes
Edqebriqht,2106,No
Hell2Evator,2235,
JWRuixi,2106,Yes
liaokq,2106,No
mychecksdead,2243,No
O_O_Zzz,2212,
The_Hallak,2235,No
XDEv11,2169,
erduolong,2150,No
qwq7,2125,No
shmax_,2104,
Jerry20110434,2190,Yes
Weobe,2155,No
firstin0907,2103,No
lemon_codes,2103,
luanmenglei,2130,No
zhang_yt,2103,No
Francesco4203,2130,Yes
SuperJ6,2319,
kai824,2264,
_bLIC_,2101,No
gujialiang123,2138,
win114514,2101,No
CALLSIGN_NULL_,2100,No
Kita,2137,Yes
Nightmaresss,2100,No
Raiden_Makoto,2100,No
akij_biri,2241,
kuzmichev_dima,2261,
s_jaskaran_s,2175,No
sg78276397,2241,
IgorAkhmetov,2375,
Serendipity__,2258,
Yzm007,2195,
fwfjs,2112,No
Bellalabella,2356,No
Joler_,2194,
dlhham,2204,
spiderg,2306,
antguz,2269,
islingr,2227,
tostes,2216,
ytqm3,2314,No
MCPlayer542,2164,
bashunowant,2137,No
enzopsm,2137,
1075508020060209tc,2160,No
IcpcAssiut,2094,
Meloric,2133,
WGYLOVEZXQ,2158,
kartel,2147,
michao,2263,No
polosatic,2154,
szflc,2094,No
L_Wave,2093,No
painsacrifice,2093,No
BernatP,2092,No
CepryH9,2277,
Dalek_of_Rivia,2165,No
WRKRW,2120,No
un4gettable_rain,2130,
woshiluo,2178,No
yuki_keshiki,2092,No
Anonyme,2123,
pantw,2189,
wnmrmr,2344,
zjq123,2173,No
Ujjwalkool,2187,
goncharovmike,2143,
pavel..pers,2090,
pufanyi,2284,
raideva,2090,
skytyf,2090,No
DanTheMan_,2320,
amoeba1,2103,No
stntn,2108,
wzc_IOI_czw,2103,No
ToiBiCungChim,2114,
ahey,2350,
brealid,2185,No
jrsy,2088,
kingofpineapples,2278,
slah007,2268,
Ann,2087,
Issa,2115,Yes
MCYang,2087,
Morisz10,2120,No
RegenFallen,2179,
XJTU_coach_xu,2262,
chengbilly,2103,
dreamy_jasper,2086,Yes
georgievskiy,2183,
llzer,2091,
shade34,2186,
sunyuheng365,2288,
t98slider,2234,
E-ray,2187,
complexor,2085,No
Fu_L,2084,
Jiongly,2164,No
Rodionno,2084,No
Till_Past,2127,No
YahiaSherif,2293,
mQfZ,2186,No
rajatgoyal376,2084,No
snowy2002,2179,No
Zhangcw,2083,
DarkestNightmare,2134,
liar_frisky,2170,
milind0110,2155,No
xlwang,2157,
yuanruiqi,2082,No
ElDiablo,2295,No
KnownError_,2081,No
_Linglin,2157,No
dongyc666,2150,No
nrvft,2145,
shenyibin,2081,No
fhqTreap,2179,No
toniskrijelj,2315,No
trainerherp,2121,No
Iamjuruo,2079,Yes
Shuishui_0921,2155,No
gxy001,2273,
keenlf,2079,
3417,2078,
AWR2020,2078,No
Java,2163,
